,tmb_text,negative,neutral,positive
871,FOR TIPS TOP 5 n TOF ESS S-FR 5 5T0PTIPS S- HOLID HOLIDAY TRAVE TUL,0.0,0.69,0.31
872,SECURE IPHONE NOTES FROM SNOOPS,0.0,0.625,0.375
873,,0.0,1.0,0.0
874,BROWSER BRUWSL BRUWSI BRU RUNNING SUPERCHARGE to how TOSUPERCI halid how your,0.0,1.0,0.0
875,HOT IPHONE COOL SOLUTIONS,0.0,0.333,0.667
876,EMAIL AR RGE FILES ON ANDROI aPC ANDROID ON,0.0,1.0,0.0
877,YOUR KEEP v alei loee family FAMILY FAMIL WITH th MAPS TH,0.0,1.0,0.0
878,TOP 6 WIRELESS EARBUDS,0.0,0.526,0.474
879,PERSONALIZE SON YOURO OWN YOUR IPHONE NE FONTS,0.0,1.0,0.0
880,Redmi Note11 Redmi Note11 m@Pro,0.0,1.0,0.0
881,PRO DRENO7 OPPO,0.0,1.0,0.0
882,MINOTE11T PRO,0.0,1.0,0.0
883,MI Lite Xiaomi 12 xiaom,0.0,1.0,0.0
884,phone 14 pro purple diamonds t,0.0,1.0,0.0
885,REDMI SMART BAND ba 2 Redmi Smart Band Redmi SmartBand,0.0,0.533,0.467
886,OPPOOFINDN,0.0,1.0,0.0
887,Redmi K60E,0.0,1.0,0.0
888,GT POCOF4GT,0.0,0.323,0.677
889,CCIVI3,0.0,1.0,0.0
890,,0.0,1.0,0.0
891,P5O POCKET,0.0,1.0,0.0
892,DP20 PRO BILATERAL LASER METER,0.0,1.0,0.0
893,,0.0,1.0,0.0
894,MI mI CIVI 1S /I1S xiaomic,0.0,1.0,0.0
895,,0.0,1.0,0.0
896,t PRO 11 NOTE sg Pro t Note redmi,0.0,1.0,0.0
897,Cavdle TRANSPERENT lid COMPOSTER,0.0,1.0,0.0
898,POCOF4,0.0,1.0,0.0
899,,0.0,1.0,0.0
900,tinme Real e sequencing s anywhere,0.0,1.0,0.0
901,miseg eDMA s milnion dlecl rna raous and axcugcy onang nan NANOPOFEE calooe,0.0,1.0,0.0
902,"NANOPORE LRA: long-read aligner for a seguences nl g and assembly contigs Jingwen Ren University Soudboro Caldomia, of US Nanopore Community Meeting 2020",0.0,1.0,0.0
903,,0.0,1.0,0.0
904,resuts lado micbt nanoporecom cnanoporecont NAOCR,0.0,1.0,0.0
905,,0.0,1.0,0.0
906,,0.0,1.0,0.0
907,SIP RESULTS o NANG Nanop o,0.0,1.0,0.0
908,GEM as o nanopoae ans Nar ore ANOPOPO nopore Lnuty,0.0,1.0,0.0
909,Roro-C detects opologicall TADs assoclatinc domains co 90kbr Median. lonatt b hol tads 5261 @nanoporeconl Funoponecont NANOPORE,0.0,1.0,0.0
910,Genetic profiling of and epigenetic e in complex chromosoma rearrangements Sonle Hedgehog Medulloblastoma a from batent li -raumen sample witk a syndrome rene snajder QNANOPORE,0.0,1.0,0.0
911,LC- 心 心 LC- LC- LC- LC- LC- LC- LC LC- LC- C LC LC- .C- LC-,0.0,1.0,0.0
912,NANOPORE SARS-CoV-2 outbreak investigation: d sample day from to in response a Aine O'Toole TE University of Edinourgh uk Nanopore Community Meeting 2020,0.0,1.0,0.0
913,High-throughpu Uitra-Long NA lenci 10 DNA R10.4.1 sequencing using unnoporecont,0.0,1.0,0.0
914,SARS-CoV-2 Coast-to-coast spread of during eoloem nic Jnited States the early Ir LC osepl Fauver schoo public SA yale of Health iondoncallingonf uk co,0.0,1.0,0.0
915,Those t the elomeres aren' wourro looking for NANOPORE Nanopore,0.0,1.0,0.0
916,,0.0,1.0,0.0
917,Sample eDNA wolf feces Dreparations,0.0,1.0,0.0
918,LC le nanodorecon,0.0,1.0,0.0
919,postei Delegate,0.0,1.0,0.0
920,,0.0,1.0,0.0
921,ExpressLRS SETUP,0.0,1.0,0.0
922,,0.0,1.0,0.0
923,,0.0,1.0,0.0
924,REVIEWERS what SAY CAN'T V2 GOGGLES FPV DJI,0.0,1.0,0.0
925,1,0.0,1.0,0.0
926,1S BABY RIPPER,0.0,1.0,0.0
927,BETAFPV FLASH 8x BIND BetaFPV ELRS FC 10 toothpick elrs rx drone with,0.0,1.0,0.0
928,LEARN ITHIS,0.0,1.0,0.0
929,WRONG!,1.0,0.0,0.0
930,,0.0,1.0,0.0
931,,0.0,1.0,0.0
932,KISS ALLIN ONE FC&ESC?,0.0,0.517,0.483
933,"BETAFPV TWIGXL 3.5""",0.0,1.0,0.0
934,setup your Transmitter s   1Sr  BETAFPV 2s x ExpressLRS,0.0,1.0,0.0
935,,0.0,1.0,0.0
936,frv view fev Goggl ack 11 gopro Black,0.0,1.0,0.0
937,FUTURE OF FPV RACING,0.0,1.0,0.0
938,TRANSPLANT! FPV 255 SHARK byte RIPPER,0.0,1.0,0.0
939,,0.0,1.0,0.0
940,,0.0,1.0,0.0
941,Saramonice,0.0,1.0,0.0
942,,0.0,1.0,0.0
943,,0.0,1.0,0.0
944,,0.0,1.0,0.0
945,,0.0,1.0,0.0
946,SUBSCRIBE vidio Bio fut i,0.0,1.0,0.0
947,,0.0,1.0,0.0
948,CEFC HAXII HAKII,0.0,1.0,0.0
949,DIGIT-1,0.0,1.0,0.0
950,,0.0,1.0,0.0
951,Unknown Person: 932 VS,0.0,1.0,0.0
952,INGENIOUS GADGETS TOOLS,0.0,1.0,0.0
953,,0.0,1.0,0.0
954,PRUSA yet Dscann,0.0,1.0,0.0
955,,0.0,1.0,0.0
956,,0.0,1.0,0.0
957,,0.0,1.0,0.0
958,Frame Laser En e,0.0,1.0,0.0
959,tery,0.0,1.0,0.0
960,,0.0,1.0,0.0
961,REVOPOINT HOW TO USE REVO STUDIO HOW 10 use Studio Reyo,0.0,1.0,0.0
962,REVOPOINT Revopoint Tutorial Turntable How tc the Dual axis use,0.0,1.0,0.0
963,REVOPOINT Revo scan 5 ve penene cemelcte out Nou,0.0,1.0,0.0
964,REVOPOINT Scan Revo 5 Full Body 3D Scanning 8 Editing vith 51 putv Tips,0.0,1.0,0.0
965,utlabe powule sumee cuult port maniers an ara pontone n uso + pmig dret,0.0,1.0,0.0
966,REVOPOINT mini 3D Revopoint Scanner Scan Racecar cylinder iead i Reverse Engineering a @Channel TED bat dude,0.0,1.0,0.0
967,Revopoint MINI COMING SOON,0.0,1.0,0.0
968,REVOPOINT CRET SCANS SECRET REVEALED e s 8 COME ASK YOLID QUESTIONS hondhcld stablzer,0.0,1.0,0.0
969,H,0.0,1.0,0.0
970,fone BLACK and OBJECT scana thin,0.0,1.0,0.0
971,leke,0.0,1.0,0.0
972,REVOPOINT MINI Revopoint 3D Scanner @Manbo miniature,0.0,1.0,0.0
973,REVOPOINT Power Pocket-sized dug ic 225 l s am edi,0.0,1.0,0.0
974,REVOPOIN GT3831,0.0,1.0,0.0
975,Accuracy POP2 ag 3D sil POP urFossil3D scan Fossil Pterosaur,0.0,1.0,0.0
976,,0.0,1.0,0.0
977,REVOPOINT REVOPOINTRANGE3DSC Revopoint RANGE 3D Scanner Scan Whole Tire With one Simple Irick a,0.0,1.0,0.0
978,,0.0,1.0,0.0
979,"REVOPOINT 3D SCANNER INSPIRE Small Size, Big Surprise mode",0.0,0.517,0.483
980,'ELON'S BIGFEAR,0.0,1.0,0.0
981,RESVERATROL CONTROVERSY UPDATE lsn,0.0,1.0,0.0
982,,0.0,1.0,0.0
983,THE BENEFITS VITAMIN OF d lsn,0.0,0.324,0.676
984,,0.0,1.0,0.0
985,X1 WHYNOT?,0.0,1.0,0.0
986,26M LONGEVT on,0.0,1.0,0.0
987,CAN QUANTUM COMPUTERS CRACK AGING? L5M,0.0,1.0,0.0
988,SMASH AGING,0.0,1.0,0.0
989,LONGEVITY TO ollaboratio in uuth MASSES THE research sens foundation lsn,0.0,1.0,0.0
990,DNA TANGLED,0.0,1.0,0.0
991,clld dro uuon BINARY 1o 1o oocoo ojoi AGING 01 ol CLOCK monnnniss lan o lo itoin 00 o1on oioio oooimo lmioo joo od son n sonn loto1ooddon i loio olomioioioio ol dl dono imioo oim lomloion 10100 WS ooninn ono WF LiFeSpannews loioo ol loioloooo 10,0.0,1.0,0.0
992,gut WORMS AGINc? AGAINST LiFeSpanNews 10,0.0,1.0,0.0
993,TECH WORLD-CHANGING,0.0,1.0,0.0
994,CELLS YOUR IN BOOKS,0.0,1.0,0.0
995,LSN,0.0,1.0,0.0
996,PNA MISMATCH REPA,0.0,1.0,0.0
997,youne mouse nolse Linking the Circulatory systems old anb of young mice rejuvenateb OlD ones,0.0,1.0,0.0
998,,0.0,1.0,0.0
999,yol are EPigenetic Clocks can tell how much cler lor younger than your age YOU,0.0,1.0,0.0
1000,SAMSUNG GalaxyA6 randroid,0.0,1.0,0.0
1001,,0.0,1.0,0.0
1002,,0.0,1.0,0.0
1003,C,0.0,1.0,0.0
1004,menican,0.0,1.0,0.0
1005,FLYTWS,0.0,1.0,0.0
1006,Prefix table tera 1012 pico 10-12 giga 10 nano 10- m mega 106 micro g k kilo mili 10-3 h hecto 102 Centi 10-2 d deca deci increasing value decreasing Blue indicates of table. the memorizing this arrow easv wav,0.0,0.934,0.066
1007,Rate the cuteness,0.0,0.377,0.623
1008,Outsidle 114 Qtside 60 Distanceto 114f Omg 52 otal Avere ng oe 22 30 o dtal aver 393 m erstanceto e M,0.0,1.0,0.0
1009,Brand from Dubai,0.0,1.0,0.0
1010,3D Printinc Fun,0.0,0.377,0.623
1011,,0.0,1.0,0.0
1012,16 > A ® Q,0.0,1.0,0.0
1013,tkok Fans tney have.,0.0,1.0,0.0
1014,outside 99F 60 Distanceto stance to 7 30 Total Aver lulas aver 393 7 Hold toRE otal OK,0.0,0.836,0.164
1015,inaee blee en alai2 ae d a ng toflize,0.0,1.0,0.0
1016,,0.0,1.0,0.0
1017,,0.0,1.0,0.0
1018,,0.0,1.0,0.0
1019,小,0.0,1.0,0.0
1020,OLI,0.0,1.0,0.0
1021,,0.0,1.0,0.0
1022,1us. PediaSure,0.0,1.0,0.0
1023,,0.0,1.0,0.0
1024,,0.0,1.0,0.0
1025,2UNIT QUARTZ TOTAL 10W-40 QUARTZ 10W-40,0.0,1.0,0.0
1026,,0.0,1.0,0.0
1027,,0.0,1.0,0.0
1028,,0.0,1.0,0.0
1029,,0.0,1.0,0.0
1030,,0.0,1.0,0.0
1031,WHITENOODLES,0.0,1.0,0.0
1032,The best reversing,0.0,0.323,0.677
1033,,0.0,1.0,0.0
1034,,0.0,1.0,0.0
1035,COSM,0.0,1.0,0.0
1036,REVERSE ANIMALSTOY,0.0,1.0,0.0
1037,Reversing makeups shredding,0.0,1.0,0.0
1038,,0.0,1.0,0.0
1039,Nice Shredding,0.0,0.263,0.737
1040,BEST TIG WELDERS ESAB,0.0,0.417,0.583
1041,,0.0,1.0,0.0
1042,EVAP SMOKE MACHINE,0.0,1.0,0.0
1043,BEST NAVIGATION GPS,0.0,0.323,0.677
1044,BEST LIGHT THERAPY LAMPS,0.0,0.417,0.583
1045,BEST MOTORCYCLE HELMET DscOn CAMERAS,0.0,0.448,0.552
1046,TOP carp FISHING 5 and RODS REELS,0.0,0.664,0.336
1047,llawa BEST ? GOLFSWING TRAINERS,0.0,0.378,0.622
1048,BEST BOOTYBANDS,0.0,0.192,0.808
1049,TOP 5 PIER FISHING RODS,0.0,0.625,0.375
1050,BEST SHOULDER BRACES,0.0,0.323,0.677
1051,TOP downbe eats 5 EARPLUGS FOR MOTORCYCLE,0.0,0.664,0.336
1052,电 BEST WEIGHTED BLANKETS FORKIDS,0.0,0.417,0.583
1053,BEST SUNGLASSES 2023,0.0,0.288,0.712
1054,TOP 5 PANCAKE GRIDDLES 2022,0.0,0.542,0.458
1055,W TOP GPS WATCHES 5 自87% SUUNTD,0.0,0.612,0.388
1056,TOP 5 AYAN FSHIN RODS,0.0,0.625,0.375
1057,toe 5 sos sve TROUT ROD,0.0,1.0,0.0
1058,RAENGER RAEAGE BEST ICENT ZEAO TICK PICARIDIN KRMETHIN FCENT ZIIN Doz.(230 BoL.C2350 REPELLENTS,0.0,0.709,0.291
1059,TOP BTER 5 POWER TOOLSETS,0.0,0.625,0.375
1060,Alright,0.0,0.0,1.0
1061,whenyou $20 install a alexpress supply plowel inasoooon pc,0.0,1.0,0.0
1062,Micro-ATX a 4090 t LS fine looks,0.0,0.69,0.31
1063,Sati Satisfactory,0.0,0.286,0.714
1064,THERMALTAKE ane ce HUR 5 BUILD,0.0,1.0,0.0
1065,GETIT? WELL,0.0,0.323,0.677
1066,eulun ufet,0.0,1.0,0.0
1067,,0.0,1.0,0.0
1068,,0.0,1.0,0.0
1069,,0.0,1.0,0.0
1070,,0.0,1.0,0.0
1071,Lgu-COOE l doost smcan woseies ele roun  niov off te hopes save,0.0,0.6,0.4
1072,,0.0,1.0,0.0
1073,CES2023,0.0,1.0,0.0
1074,,0.0,1.0,0.0
1075,thd First pc builder POV: time athere,0.0,1.0,0.0
1076,,0.0,1.0,0.0
1077,,0.0,1.0,0.0
1078,nvidia RTY vidoo super Resoiution Bvalaoe now MiN the release o sensy nvidia has unabled support for ts uper resolutor tecn lor vioeos olution nj Solutior Ownel oaner gpus d can 0 GPUs can nd oal now en nen the rex vlaeo quality age this is supof technology n that wa rtx Video e Super re ge,0.0,0.824,0.176
1079,CES2023,0.0,1.0,0.0
1080,Infamous problem 12 8 10 5 stan ulam 6 Lothas collatz,0.278,0.722,0.0
1081,27,0.0,1.0,0.0
1082,From proble m one,0.0,1.0,0.0
1083,eteins srate 2 hopf paintare,0.0,1.0,0.0
1084,fields Finite smallest translatior p p arithmetic physic adic physics ps Spin foam evolving spin networks Loop gravity quantum gravity quantization Quivers directed multigraphs substitution rudee evolution grammar emerging snaco Boolean Heyting ss lopos change ot logic Sets Presheaves a generalized theory set Nonstandard ZFC ZFC+ IST ss classica math _anguage extension steroids on,0.0,1.0,0.0
1085,"Trachtenl berd Gifted"" the movie From 2017",0.0,1.0,0.0
1086,Reach out Class tc the Raror Chaee 1972,0.0,0.864,0.136
1087,"E y l One zero, negative eigenvalue one unstable (-not asymptotically stable)",0.47,0.53,0.0
1088,lantt ls Doub nsicals ora es s Order ot meen rchinl Problen o lus atr shude Lue nari na ssns uu aur shd anh alecad mus da elom l cp,0.0,1.0,0.0
1089,,0.0,1.0,0.0
1090,l back the went 10 nest May 9 2021 d,0.0,1.0,0.0
1091,more VERSUuS lufirnkn cnirln,0.0,1.0,0.0
1092,DATA FROM 10000 data with points arcsin distribution added i of 10 stens are,0.0,1.0,0.0
1093,,0.0,1.0,0.0
1094,amics ?,0.0,1.0,0.0
1095,topological LODOS,0.0,1.0,0.0
1096,,0.0,1.0,0.0
1097,,0.0,1.0,0.0
1098,,0.0,1.0,0.0
1099,,0.0,1.0,0.0
1100,,0.0,1.0,0.0
1101,,0.0,1.0,0.0
1102,,0.0,1.0,0.0
1103,,0.0,1.0,0.0
1104,,0.0,1.0,0.0
1105,Varning COM 1. Ener 10.3bx wh 54 68.70kWh 5479.85kWh T50,0.0,1.0,0.0
1106,1.63A 2 24.29v se voltage current 525.3 1085 sresew KWE s power energy,0.0,0.826,0.174
1107,,0.0,1.0,0.0
1108,,0.0,1.0,0.0
1109,,0.0,1.0,0.0
1110,,0.0,1.0,0.0
1111,Zones 2 ing Power Wind Low in Update,0.259,0.741,0.0
1112,,0.0,1.0,0.0
1113,,0.0,1.0,0.0
1114,,0.0,1.0,0.0
1115,ackyard chickens neafed loor dolar,0.0,1.0,0.0
1116,,0.0,1.0,0.0
1117,,0.0,1.0,0.0
1118,,0.0,1.0,0.0
1119,,0.0,1.0,0.0
1120,5 BEST MAGNETIC GUN MOUNT,0.279,0.233,0.488
1121,5 BEST COMPOUND BOW $500 UNDER,0.0,0.448,0.552
1122,5 BEST MANUAL POOLVACUUM,0.0,0.323,0.677
1123,5 BEST AUTOMOTIVE MULTIMETER,0.0,0.323,0.677
1124,BEST HILLS TRACTOR,0.0,0.323,0.677
1125,5 BEST KAYAK TROLLING MOTOR,0.0,0.417,0.583
1126,5 BEST POOL ROBOT CLEANER,0.0,0.253,0.747
1127,5 BEST POOL CHLORINE,0.0,0.323,0.677
1128,5 BEST ZOOM CALLING TABLET,0.0,0.417,0.583
1129,,0.0,1.0,0.0
1130,5 BEST HUNTING CROSSBOW,0.0,0.323,0.677
1131,5 BEST ICE FISHING FISH FINDER,0.0,0.488,0.512
1132,5 BEST HUNTING COMPOUND BOW,0.0,0.417,0.583
1133,5 BEST BEGINNERS MIGWELDER,0.0,0.323,0.677
1134,,0.0,1.0,0.0
1135,,0.0,1.0,0.0
1136,,0.0,1.0,0.0
1137,5 BEST HANDHELD CARVACUUM,0.0,0.323,0.677
1138,Relief Back Pain Ultimate ffor louuor Seat Hins s lointe Comfort,0.208,0.44,0.352
1139,,0.0,1.0,0.0
1140,INTPY,0.0,1.0,0.0
1141,,0.0,1.0,0.0
1142,,0.0,1.0,0.0
1143,,0.0,1.0,0.0
1144,Easy Installation diy Projects Battery charging 6 volt 12 24,0.0,0.734,0.266
1145,,0.0,1.0,0.0
1146,off-Grio Portable Power,0.0,1.0,0.0
1147,,0.0,1.0,0.0
1148,,0.0,1.0,0.0
1149,,0.0,1.0,0.0
1150,WaitForIt!,0.0,1.0,0.0
1151,,0.0,1.0,0.0
1152,Kite Looping,0.0,1.0,0.0
1153,Clip On Tree Install,0.0,1.0,0.0
1154,DIY Growing Dome GREEN HOUSE season food production s,0.0,0.805,0.195
1155,,0.0,1.0,0.0
1156,,0.0,1.0,0.0
1157,,0.0,1.0,0.0
1158,,0.0,1.0,0.0
1159,Reposter,0.0,1.0,0.0
1160,,0.0,1.0,0.0
1161,,0.0,1.0,0.0
1162,OVERCOMING CHRONIC PODCAST ILLNESS Hosted Rade by Dr. Bryan ND COMPREHENSIVE STRATEGIES FOR COMPLEX odc with Maderis Dr,0.155,0.722,0.123
1163,,0.0,1.0,0.0
1164,OVERCOMING HRONIC LLNESS PODCAST Hosted Bryan Rade hy Dr ND MOLD MCAS AND MORE with Lauren Tessier,0.0,1.0,0.0
1165,,0.0,1.0,0.0
1166,OVERCOMING HRONIC LLNESS PODCAST Hosted hy Rade Dr Bryan ND MOLD LYMPH AND MORE with Bridgit Danner LAG,0.156,0.844,0.0
1167,,0.0,1.0,0.0
1168,,0.0,1.0,0.0
1169,,0.0,1.0,0.0
1170,,0.0,1.0,0.0
1171,,0.0,1.0,0.0
1172,,0.0,1.0,0.0
1173,,0.0,1.0,0.0
1174,,0.0,1.0,0.0
1175,,0.0,1.0,0.0
1176,,0.0,1.0,0.0
1177,,0.0,1.0,0.0
1178,,0.0,1.0,0.0
1179,,0.0,1.0,0.0
1180,Cybersecurity Month Awareness Uncle Sam Says on l Don Pay The Ransom t Else! Oi,0.124,0.876,0.0
1181,Web Uncovered The Dark criminals How use together work to the eBay of hack you,0.209,0.791,0.0
1182,IP FOLLOW VIDEU Xace solulon UNIVERSIAL HEALTHCARE SYSTEMS CYBER ATTACK,0.299,0.701,0.0
1183,they' re working with 3rd party experts,0.0,0.69,0.31
1184,token is the sent to device user,0.0,1.0,0.0
1185,Within,0.0,1.0,0.0
1186,al ne all time the,0.0,1.0,0.0
1187,"CHANGE a to RANSOMWARE BRYAN ORNN CEO, it Solutions xact",0.0,0.825,0.175
1188,THE EVOLUTION RANSOMW OF ARE HORNUNG BRYAN CEO Yaet 门 Solutions,0.0,0.841,0.159
1189,typically impersonating high individuals profile,0.0,1.0,0.0
1190,So anotrer seec sne lranre aares tnet picgam WHY OUARTERLY a REVIEW IS NOT ENOUGH,0.0,1.0,0.0
1191,utiult hon lleus a,0.0,1.0,0.0
1192,You con,0.0,1.0,0.0
1193,Kansas had security a audit basicall saying hat Kans curity,0.0,0.769,0.231
1194,B BOOM!,0.0,1.0,0.0
1195,EPISODE PODCAST NEW SECURITY SQUAWK cal,0.0,0.615,0.385
1196,WHAT MSSP CAN DO for your BUSINESS,0.0,1.0,0.0
1197,will that lead to you a,0.0,1.0,0.0
1198,Within,0.0,1.0,0.0
1199,it in mentioned previous video the have where you LT,0.0,1.0,0.0
1200,4S Tyro 5S CRASH,0.534,0.466,0.0
1201,VS,0.0,1.0,0.0
1202,,0.0,1.0,0.0
1203,PP 2.4gh RX The Game Changer Happymodel,0.0,1.0,0.0
1204,CALIBRATION IONS TBS MAMBO,0.0,1.0,0.0
1205,MOST EXPENSIVE BUILD,0.0,1.0,0.0
1206,CADDX vista teme alto CONTROL,0.0,1.0,0.0
1207,MAX RUSH SOLO,0.0,1.0,0.0
1208,GOGGLE VS GOGGLE2,0.0,1.0,0.0
1209,,0.0,1.0,0.0
1210,AOS FRAME BUILD 5.5 V2,0.0,1.0,0.0
1211,KISS SETPP ULTRA FCFCv2 9326 381817,0.0,0.586,0.414
1212,,0.0,1.0,0.0
1213,F.O.V A%& my orga FPV One Pilot,0.0,1.0,0.0
1214,FLvFishRC OSPREY ANTENNA,0.0,1.0,0.0
1215,cceue ts teole esc eud notore tdne neeraegs esce l eme on ecs 3Heh2 remsicn lele esc BLHeli_32 for ecers or BLHeli_ 2 remsions ro for ?? durs ime elo laucom cod so rerl nro betcon slote oo s rer po oees wunune cedte 16 bov dd BL1 reueoey 7 siu rote confo oi husc edlcon ote confo suec ocon cor,0.066,0.934,0.0
1216,FPV CYCLE 2104M3,0.0,1.0,0.0
1217,100 Mhz Best Light weight Quad Inch 5 Frame on com,0.0,0.682,0.318
1218,WILE T 3BLADES FLY? 4BLADES,0.0,1.0,0.0
1219,no DRONE was HARMED in the MAKING this video OF,0.324,0.676,0.0
1220,Clear We're Running Doomed Dan,0.429,0.306,0.265
1221,Kuboct KIND Container n Provy DNS Shuf Server API Service Contrel Control nginx 1 Nlain Mlainy container Containers Poc i ve Pod2 Rod 3 Pod4 Nodo Moda worker worker Noda Workos Node Contai ine Docker des kop Iloot,0.0,0.889,0.111
1222,AWS EduKit Cloud Connected Blinky app Pevelober Emwronment abvs ot cote ior dencc alinkty necite to lis ulee cron tw usce oul uote dowmlo aio su cu olen,0.0,1.0,0.0
1223,KUBERNEIE DASHBOOARE wimultnode OBERNEIES on ALP,0.0,1.0,0.0
1224,900-876-5309 902t ouid 800-555-1212 oiol oto eoo 173-4567 4774 477 lel des O477 B00-555-1212 tolo dus geen 930-875-5300 zz ses e gzen oorsod,0.0,1.0,0.0
1225,tern rode,0.0,1.0,0.0
1226,dteps njoe blog freem,0.0,1.0,0.0
1227,Ishark EPyloi over ooo ps oddoton ervo ctlou caittuub coltm reemensonl neon oie elius arli,0.0,1.0,0.0
1228,WISE KNEWTHIS ANID that BEFORE TOOKA NEW JOB hing lecl Titl jod Average and senure attnnan rates job T Differences Balancing diterent Salary/Bonus offers kc opanzabon adence borus vEstns leam monccus of tim mater Familial bonds and epotn croes Calibrations something ol er Diversity uic best cine of year lo ier manager ant Etings incentives o policies intcina promotion benefts cescnbed poly s Hiring uneer ssurahces compay bancht mnzed ccounes uke public Resources,0.0,0.866,0.134
1229,Bright for Too the camera!,0.0,0.556,0.444
1230,Acceptance Criteria MostOften Story Overlooked Task Story Component TW,0.099,0.631,0.27
1231,asllobloarmans,0.0,1.0,0.0
1232,C simple dg golie to nsnd se al endl dra de eanror FSE Wo Senor IE (Pi 2 cutonr Tn ON OFF rllay curonlr pin 1 Fal on api slimple GFT call s,0.0,1.0,0.0
1233,lost License Licensed Not Transition R-ood State Based otate-on 1rans- dna editable lo,0.161,0.839,0.0
1234,Projoct Action,0.0,1.0,0.0
1235,cncd mioden apl catalog Schema dala eng build tain and gove nirastucture a,0.0,1.0,0.0
1236,Fit the to approach? org org? approach n Another is not s group success an indicator of future results. yoUI,0.154,0.732,0.114
1237,555-0123 You ohone number see a contact Target Identity Credentials s sg Prot Notificatior identay resclution Component Authenbcslio idantaer slaus updates fraud fachor a2fa target events location somsthing had au,0.122,0.836,0.042
1238,"of B4B The Five stages Ye oulqrow Yo envisot! ston looking 8 ther hacks To ol tle PrevoUs word Gnew. exstino ei sysem system, where Dodesses requtemente: become platform ch anythine s he comes oaradnn possible derion spec",0.0,1.0,0.0
1239,laood yln poole tur obtol ne du deoe occole menie le cu lu d doonas 4chuanctar ni.126-5110-ty cu uadel lool ouluned oelol ues Noldasi1o id odne ier,0.0,1.0,0.0
1240,008,0.0,1.0,0.0
1241,,0.0,1.0,0.0
1242,,0.0,1.0,0.0
1243,,0.0,1.0,0.0
1244,,0.0,1.0,0.0
1245,,0.0,1.0,0.0
1246,,0.0,1.0,0.0
1247,,0.0,1.0,0.0
1248,,0.0,1.0,0.0
1249,,0.0,1.0,0.0
1250,,0.0,1.0,0.0
1251,,0.0,1.0,0.0
1252,,0.0,1.0,0.0
1253,,0.0,1.0,0.0
1254,,0.0,1.0,0.0
1255,,0.0,1.0,0.0
1256,,0.0,1.0,0.0
1257,,0.0,1.0,0.0
1258,,0.0,1.0,0.0
1259,,0.0,1.0,0.0
1260,S23 PLUS,0.0,1.0,0.0
1261,GALAXY TABS7+,0.0,1.0,0.0
1262,HUION KAMVAS 22,0.0,1.0,0.0
1263,WACOM 22 CINTIQ,0.0,1.0,0.0
1264,GALAXY S20+,0.0,1.0,0.0
1265,ASUS PROART PA278CV,0.0,1.0,0.0
1266,SONY O XM4,0.0,1.0,0.0
1267,WATCH 10 07 08 09 ACTIVE 8/05 Date Weather St45 72,0.0,0.744,0.256
1268,,0.0,1.0,0.0
1269,GALAXY BUDS Live,0.0,1.0,0.0
1270,,0.0,1.0,0.0
1271,,0.0,1.0,0.0
1272,,0.0,1.0,0.0
1273,AMAZON ECHO 4THGEN,0.0,0.541,0.459
1274,Q EASy TILES SUBSCRIBE,0.0,0.408,0.592
1275,DJI ACTION3,0.0,1.0,0.0
1276,SHARK HOOVER,0.0,1.0,0.0
1277,CAKE FACE,0.0,1.0,0.0
1278,PAINT THERAPY,0.0,1.0,0.0
1279,WINDOWNET TUTORIAL SUBSCRIBE,0.0,1.0,0.0
1280,Sim & SD,0.0,1.0,0.0
1281,CASE,0.0,1.0,0.0
1282,SILVERCREST DESK FAN,0.0,0.465,0.535
1283,CAMLINK4 Canon Cam,0.0,1.0,0.0
1284,,0.0,1.0,0.0
1285,25 uime oo 26 tme o0 nd M oo 25,0.0,1.0,0.0
1286,TEC,0.0,1.0,0.0
1287,OLDSCHOOL 中,0.0,1.0,0.0
1288,,0.0,1.0,0.0
1289,VEG,0.0,1.0,0.0
1290,HypingTech.com gcnsat Podcasl co powored rustedCreatorson bt criessco,0.0,1.0,0.0
1291,FIDGET QQ,0.762,0.238,0.0
1292,,0.0,1.0,0.0
1293,Googe,0.0,1.0,0.0
1294,,0.0,1.0,0.0
1295,,0.0,1.0,0.0
1296,NCE1394,0.0,1.0,0.0
1297,ale sosor office MICROSOF HYPINGTECH merccol sos oucess,0.0,1.0,0.0
1298,,0.0,1.0,0.0
1299,canon cam ULFPHOTOGRAPH .COM,0.0,1.0,0.0
1300,GRIZZL,0.0,1.0,0.0
1301,MalEeS Sasttbable Farmind AGRIVISiOn,0.0,1.0,0.0
1302,2021 treatments are: in fota 5 55omm Starting at spacings loomm gsomm ncrements to up Using either the straight toot tyne inclusion of ing Tne the wi or MSF,0.0,0.934,0.066
1303,,0.0,1.0,0.0
1304,,0.0,1.0,0.0
1305,agmor PSA Alternative chisel tine technology 10 pws 16mm Knife point (PR87) wide,0.0,1.0,0.0
1306,Mallee Sustainable Farming,0.0,1.0,0.0
1307,comparing orea crop s e dr performance the sa in mallee,0.0,1.0,0.0
1308,,0.0,1.0,0.0
1309,borat TURNS HIS mankini UP in,0.0,1.0,0.0
1310,MSF,0.0,1.0,0.0
1311,ble 9,0.0,1.0,0.0
1312,SEEPS scudons Bringing back a severe seep production to,0.271,0.729,0.0
1313,,0.0,1.0,0.0
1314,,0.0,1.0,0.0
