,vidid,title,tmblink,views,channelName,channelSubs,channelTotalViews
529,4oQmzOkP5sI,"Adventures in BeatMaking Episode 045 “🍁, 🚩🏈, and🔥"" In 4K (GH5, DJI Spark)",https://i.ytimg.com/vi/4oQmzOkP5sI/hqdefault.jpg,2412,Henny Tha Bizness,108000,7834199
530,RraQzzpWmWM,GIFTING MY STUDENTS THE GEAR OF THEIR DREAMS!,https://i.ytimg.com/vi/RraQzzpWmWM/hqdefault.jpg,1831,Henny Tha Bizness,108000,7834199
531,qLyUonoAefE,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 158/365,https://i.ytimg.com/vi/qLyUonoAefE/hqdefault.jpg,914,Henny Tha Bizness,108000,7834199
532,BmxxkX1YHh4,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 144/365,https://i.ytimg.com/vi/BmxxkX1YHh4/hqdefault.jpg,612,Henny Tha Bizness,108000,7834199
533,i7I26GRMbfY,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 167/365,https://i.ytimg.com/vi/i7I26GRMbfY/hqdefault.jpg,532,Henny Tha Bizness,108000,7834199
534,3aX0VuTbskI,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 169/365,https://i.ytimg.com/vi/3aX0VuTbskI/hqdefault.jpg,490,Henny Tha Bizness,108000,7834199
535,UC98D1KQjAc,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 031/365,https://i.ytimg.com/vi/UC98D1KQjAc/hqdefault.jpg,462,Henny Tha Bizness,108000,7834199
536,nLL_fIr2YTo,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 044/365,https://i.ytimg.com/vi/nLL_fIr2YTo/hqdefault.jpg,412,Henny Tha Bizness,108000,7834199
537,fqX9bSZuBso,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 147/365,https://i.ytimg.com/vi/fqX9bSZuBso/hqdefault.jpg,374,Henny Tha Bizness,108000,7834199
538,-34uQZvsdP8,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 076/365,https://i.ytimg.com/vi/-34uQZvsdP8/hqdefault.jpg,344,Henny Tha Bizness,108000,7834199
539,ntZ2J_atYPs,A BEAT A DAY 😮‍💨 - DAILY iOS BEATMAKING from HENNY THA BIZNESS 201/365,https://i.ytimg.com/vi/ntZ2J_atYPs/hqdefault.jpg,17,Henny Tha Bizness,108000,7834199
540,QOWF0KTNu2g,How I Reversed 20 years of Arterial Plaque,https://i.ytimg.com/vi/QOWF0KTNu2g/hqdefault.jpg,4110248,PrevMed Health,164000,18907101
541,NTmdg8YVs0s,The Real Difference Between LDL & HDL: Apo A1 & Apo B,https://i.ytimg.com/vi/NTmdg8YVs0s/hqdefault.jpg,22436,PrevMed Health,164000,18907101
542,_NbtT8c9sv8,CycloDextrin: It Dissolves Cholesterol Crystals: Miracle Drug?,https://i.ytimg.com/vi/_NbtT8c9sv8/hqdefault.jpg,9059,PrevMed Health,164000,18907101
543,0SKgWYkK9yM,#SHORTS Crestor vs Lipitor: Which One is Better?,https://i.ytimg.com/vi/0SKgWYkK9yM/hqdefault.jpg,5849,PrevMed Health,164000,18907101
544,Qtr1C4qIOqg,Is Mounjaro Better Than Ozempic?,https://i.ytimg.com/vi/Qtr1C4qIOqg/hqdefault.jpg,4562,PrevMed Health,164000,18907101
545,bvvMU6AasN4,Are you in Low-carb Diet? Don't Forget to Do This to get Better Results,https://i.ytimg.com/vi/bvvMU6AasN4/hqdefault.jpg,3851,PrevMed Health,164000,18907101
546,8p6DYgdkFHo,Weight Gain & Artery Age: My CIMT March 2019,https://i.ytimg.com/vi/8p6DYgdkFHo/hqdefault.jpg,3386,PrevMed Health,164000,18907101
547,yD8k3q-TVpo,#SHORTS Taking Red Rice Yeast?,https://i.ytimg.com/vi/yD8k3q-TVpo/hqdefault.jpg,2961,PrevMed Health,164000,18907101
548,6zgTaLwsUqc,BMI vs Belly Fat - Using AI to Predict Heart Attack & Stroke Risk,https://i.ytimg.com/vi/6zgTaLwsUqc/hqdefault.jpg,2612,PrevMed Health,164000,18907101
549,4XMn1OB3UFE,The Intima & the Science of CV Plaque Formation,https://i.ytimg.com/vi/4XMn1OB3UFE/hqdefault.jpg,2371,PrevMed Health,164000,18907101
550,XlSmF6Kcwfo,How I Slow Down My Sugar Cravings,https://i.ytimg.com/vi/XlSmF6Kcwfo/hqdefault.jpg,2166,PrevMed Health,164000,18907101
551,jX-RXWoWEyc,Tests for Heart Attack Prevention: Choosing Wisely,https://i.ytimg.com/vi/jX-RXWoWEyc/hqdefault.jpg,2000,PrevMed Health,164000,18907101
552,ssIBuGtpq24,Movement is Medicine (Your Forks and Furniture Are Killing You - Part 2),https://i.ytimg.com/vi/ssIBuGtpq24/hqdefault.jpg,1807,PrevMed Health,164000,18907101
553,aj72ykslIxE,Detecting Blood Glucose Patterns With Freestyle Libre,https://i.ytimg.com/vi/aj72ykslIxE/hqdefault.jpg,1634,PrevMed Health,164000,18907101
554,aplSzA-E1ZI,UNDERSTANDING YOUR RISK: Are All-Cause Death Rates Too Much?,https://i.ytimg.com/vi/aplSzA-E1ZI/hqdefault.jpg,1486,PrevMed Health,164000,18907101
555,1J-yhxS2fb4,Prediabetes: More Common Than You Think,https://i.ytimg.com/vi/1J-yhxS2fb4/hqdefault.jpg,1340,PrevMed Health,164000,18907101
556,aiRFznFEcQA,Interview with Drs McClatchie & Goulder of the Heart Attack & Stroke Prevention Center,https://i.ytimg.com/vi/aiRFznFEcQA/hqdefault.jpg,1176,PrevMed Health,164000,18907101
557,3OTlQX9TW0o,ICU: Do you really want everything done for your mom? Site of Death - FORD BREWER,https://i.ytimg.com/vi/3OTlQX9TW0o/hqdefault.jpg,1050,PrevMed Health,164000,18907101
558,tKurWiCxNHc,"Carbs in Beer part 2: Wines, Whiskeys and Beer",https://i.ytimg.com/vi/tKurWiCxNHc/hqdefault.jpg,852,PrevMed Health,164000,18907101
559,W3bC32rCMGs,Intermittent Fasting Vs. Time Restricted Eating: Which One Is Right For You?,https://i.ytimg.com/vi/W3bC32rCMGs/hqdefault.jpg,105,PrevMed Health,164000,18907101
560,v4pTNzN_hbg,Philips OneBlade Review - 6 Months Later,https://i.ytimg.com/vi/v4pTNzN_hbg/hqdefault.jpg,1629471,6 Months Later,185000,39334208
561,Zs6niwgSQCo,Google Pixel 4XL Review - 6 Months Later,https://i.ytimg.com/vi/Zs6niwgSQCo/hqdefault.jpg,504946,6 Months Later,185000,39334208
562,x5l7W1eVzbA,HomePod Mini Review - 6 Months Later,https://i.ytimg.com/vi/x5l7W1eVzbA/hqdefault.jpg,314069,6 Months Later,185000,39334208
563,K9RrQ341qyE,Amazon Echo vs. Google Home first impressions,https://i.ytimg.com/vi/K9RrQ341qyE/hqdefault.jpg,242471,6 Months Later,185000,39334208
564,XwTjHexg9Io,Amazon eero Pro 6 Mesh Wifi Review - 6 Months Later,https://i.ytimg.com/vi/XwTjHexg9Io/hqdefault.jpg,171208,6 Months Later,185000,39334208
565,1Btpf4QSc24,AirPods Max Review - Revisited,https://i.ytimg.com/vi/1Btpf4QSc24/hqdefault.jpg,139321,6 Months Later,185000,39334208
566,kNU2_w5XX2w,Honeywell Cool Mist Humidifier Review - 6 Months Later,https://i.ytimg.com/vi/kNU2_w5XX2w/hqdefault.jpg,112693,6 Months Later,185000,39334208
567,0bjbykvtmKw,Google Pixel 5a Review - One Month Later,https://i.ytimg.com/vi/0bjbykvtmKw/hqdefault.jpg,92530,6 Months Later,185000,39334208
568,HECPZ31vQR0,Tesla Model 3 - Top 6 Features,https://i.ytimg.com/vi/HECPZ31vQR0/hqdefault.jpg,78017,6 Months Later,185000,39334208
569,qM6_nUKjIig,Google Nest Mini vs. Apple HomePod Mini,https://i.ytimg.com/vi/qM6_nUKjIig/hqdefault.jpg,66714,6 Months Later,185000,39334208
570,EqrIt4Q_Sck,iPad Pro Review - 6 Months Later,https://i.ytimg.com/vi/EqrIt4Q_Sck/hqdefault.jpg,55718,6 Months Later,185000,39334208
571,hibFV0HKwvw,Sony LinkBuds Review - 6 Months Later,https://i.ytimg.com/vi/hibFV0HKwvw/hqdefault.jpg,40407,6 Months Later,185000,39334208
572,J9__Vh4OLQ0,Nexx Garage Door Opener Review - 6 Months Later,https://i.ytimg.com/vi/J9__Vh4OLQ0/hqdefault.jpg,30553,6 Months Later,185000,39334208
573,cou-wVNxYmY,Serena Smart Wood Blinds by Lutron Review - 6 Months Later,https://i.ytimg.com/vi/cou-wVNxYmY/hqdefault.jpg,20942,6 Months Later,185000,39334208
574,3wr_RweNyM0,Sony WF-1000XM5 Earbuds - Your Questions Answered!,https://i.ytimg.com/vi/3wr_RweNyM0/hqdefault.jpg,13349,6 Months Later,185000,39334208
575,CL-kIbr25Fc,Google Tried to Fix Email - Why It Failed,https://i.ytimg.com/vi/CL-kIbr25Fc/hqdefault.jpg,8945,6 Months Later,185000,39334208
576,8adgTv51j1g,What The Heck is Apple Weather?,https://i.ytimg.com/vi/8adgTv51j1g/hqdefault.jpg,7059,6 Months Later,185000,39334208
577,rETX70Csgqs,How Driving a Tesla Made Me a Better Driver,https://i.ytimg.com/vi/rETX70Csgqs/hqdefault.jpg,4920,6 Months Later,185000,39334208
578,OUCi00T0YoQ,How to Automate Smart Lights and Sleep Better,https://i.ytimg.com/vi/OUCi00T0YoQ/hqdefault.jpg,2682,6 Months Later,185000,39334208
579,7IIz8wgEMfI,Apple TV 4K Unboxing,https://i.ytimg.com/vi/7IIz8wgEMfI/hqdefault.jpg,517,6 Months Later,185000,39334208
580,ctONKQByx-M,Watch this video before using Atlas OS Windows,https://i.ytimg.com/vi/ctONKQByx-M/hqdefault.jpg,120983,Brodie Robertson,56700,15508119
581,9Z3f6tpMxKs,Pipewire: This Is The Future Of Linux Audio!,https://i.ytimg.com/vi/9Z3f6tpMxKs/hqdefault.jpg,32114,Brodie Robertson,56700,15508119
582,FyS8ELbafN0,FOSS Minecraft Launcher Destroyed By Rogue Founder,https://i.ytimg.com/vi/FyS8ELbafN0/hqdefault.jpg,23758,Brodie Robertson,56700,15508119
583,SngOMRQ3gDI,Hyper: This JavaScript Terminal Isn't As Terrible As Expected,https://i.ytimg.com/vi/SngOMRQ3gDI/hqdefault.jpg,18929,Brodie Robertson,56700,15508119
584,EVGLjphtUmA,Common Ways Arch Linux & Rolling Releases Break,https://i.ytimg.com/vi/EVGLjphtUmA/hqdefault.jpg,16142,Brodie Robertson,56700,15508119
585,rdcsPx0N0eM,Debian's Swirl Was Made In Adobe Illustrator,https://i.ytimg.com/vi/rdcsPx0N0eM/hqdefault.jpg,13856,Brodie Robertson,56700,15508119
586,kDstiF3gAwI,Is i3WM The Best Tiling Window Manager For Beginners?,https://i.ytimg.com/vi/kDstiF3gAwI/hqdefault.jpg,12038,Brodie Robertson,56700,15508119
587,7i4fBakD7Yw,Update Everything On Linux With Topgrade,https://i.ytimg.com/vi/7i4fBakD7Yw/hqdefault.jpg,10734,Brodie Robertson,56700,15508119
588,cFPZMIFIf6E,"Arch Linux: Is It Unstable, Should You Be Worried?",https://i.ytimg.com/vi/cFPZMIFIf6E/hqdefault.jpg,9351,Brodie Robertson,56700,15508119
589,LWURn32th_k,Dash Is The Only Acceptable Symlink For /bin/sh,https://i.ytimg.com/vi/LWURn32th_k/hqdefault.jpg,8178,Brodie Robertson,56700,15508119
590,Txg6JvqMjfk,Systemd Has Never Been An Init System,https://i.ytimg.com/vi/Txg6JvqMjfk/hqdefault.jpg,7032,Brodie Robertson,56700,15508119
591,g9vcW35T1To,Skim: Makes The Best Fuzzy Finder Even Better,https://i.ytimg.com/vi/g9vcW35T1To/hqdefault.jpg,5958,Brodie Robertson,56700,15508119
592,v4z6W3-6s4Y,The Day 11 Lines Of JavaScript Broke The Web,https://i.ytimg.com/vi/v4z6W3-6s4Y/hqdefault.jpg,5081,Brodie Robertson,56700,15508119
593,xgWUFHJ8hRw,High & Low Level Language Are Meaningless Terms,https://i.ytimg.com/vi/xgWUFHJ8hRw/hqdefault.jpg,4184,Brodie Robertson,56700,15508119
594,mIWO4gjLbzU,PlayerCTL: The Best MPRIS Media Player Control Out There!,https://i.ytimg.com/vi/mIWO4gjLbzU/hqdefault.jpg,3296,Brodie Robertson,56700,15508119
595,Lv_Pj0SDqfI,Play WORDLE In The Terminal With CWordle & More!,https://i.ytimg.com/vi/Lv_Pj0SDqfI/hqdefault.jpg,2592,Brodie Robertson,56700,15508119
596,bXzBCmU-E9w,Software Minimalism: Is There More To It Than Lines Of Code,https://i.ytimg.com/vi/bXzBCmU-E9w/hqdefault.jpg,1958,Brodie Robertson,56700,15508119
597,k4ZlOf0ev60,CONSOOM All Your PODCASTS From Your Terminal With Castero,https://i.ytimg.com/vi/k4ZlOf0ev60/hqdefault.jpg,1342,Brodie Robertson,56700,15508119
598,W3OQKDaTPqs,【Community Chat】I Wonder Who We'll See,https://i.ytimg.com/vi/W3OQKDaTPqs/hqdefault.jpg,603,Brodie Robertson,56700,15508119
599,sjS9NEqz3ZI,Week in Review 11/08/2019 Sick Edition,https://i.ytimg.com/vi/sjS9NEqz3ZI/hqdefault.jpg,28,Brodie Robertson,56700,15508119
600,BMU5th0uBys,Is It Still Worth It To Get The PSVR In 2018? Playstation VR Review - Buy Or Pass?,https://i.ytimg.com/vi/BMU5th0uBys/hqdefault.jpg,257161,MRTV - MIXED REALITY TV,76000,18979499
601,dKYqDH08znw,THE BEST QUEST 2 HEADSTRAP NOW HAS A BATTERY - BoboVR M2 Pro Review,https://i.ytimg.com/vi/dKYqDH08znw/hqdefault.jpg,59337,MRTV - MIXED REALITY TV,76000,18979499
602,l8U390s3TuE,5 Tips How To Fix Blurry PSVR 2 !,https://i.ytimg.com/vi/l8U390s3TuE/hqdefault.jpg,35393,MRTV - MIXED REALITY TV,76000,18979499
603,CbKfjj0K9ec,The BEST Oculus Quest Headphones - Modicap Quest Soundkit - Sennheiser Quality Sound For Quest!,https://i.ytimg.com/vi/CbKfjj0K9ec/hqdefault.jpg,24230,MRTV - MIXED REALITY TV,76000,18979499
604,35CZ8XX_3-Y,The CHEAPER And BETTER Oculus Link Cable Alternative - VR Cover Premium USB-C Cable For Quest 2,https://i.ytimg.com/vi/35CZ8XX_3-Y/hqdefault.jpg,18888,MRTV - MIXED REALITY TV,76000,18979499
605,kapcq57mFUY,QUEST PRO HANDS-ON - How Good Is It?,https://i.ytimg.com/vi/kapcq57mFUY/hqdefault.jpg,15333,MRTV - MIXED REALITY TV,76000,18979499
606,Mc7thMc1Amk,Improved Bigscreen Beyond - How Good Is It? FOV Now Big Enough?,https://i.ytimg.com/vi/Mc7thMc1Amk/hqdefault.jpg,12149,MRTV - MIXED REALITY TV,76000,18979499
607,P16AWHF2waA,I Just Bought My First Piece Of Virtual Land! - How To Buy Virtual Real Estate On Somnium Space,https://i.ytimg.com/vi/P16AWHF2waA/hqdefault.jpg,9824,MRTV - MIXED REALITY TV,76000,18979499
608,YTan4wTdQj0,"Next Dimension Podcast - S2E20 - Moss Book 2, Cambria Leaks, Pimax 8KX",https://i.ytimg.com/vi/YTan4wTdQj0/hqdefault.jpg,7910,MRTV - MIXED REALITY TV,76000,18979499
609,Fp2M_8O9-uo,MAGNETICALLY CHARGE YOUR OCULUS QUEST - AMVR Magnetic Charging Stand Review - Is It Worth The Money?,https://i.ytimg.com/vi/Fp2M_8O9-uo/hqdefault.jpg,6624,MRTV - MIXED REALITY TV,76000,18979499
610,mBoRC5Pkw94,Assasin's Creed VR With Redirected Walking For VR Arcades: VR Maze from TrioTech - IAAPA 2019,https://i.ytimg.com/vi/mBoRC5Pkw94/hqdefault.jpg,5551,MRTV - MIXED REALITY TV,76000,18979499
611,sPiMzRpMMM0,AWE 22 - Soar Volumetric Video Capture Solution,https://i.ytimg.com/vi/sPiMzRpMMM0/hqdefault.jpg,4606,MRTV - MIXED REALITY TV,76000,18979499
612,B5jnORSnv-k,MRTV Experience: Marco Tries Out The (Improved) Bigscreen Beyond!,https://i.ytimg.com/vi/B5jnORSnv-k/hqdefault.jpg,3709,MRTV - MIXED REALITY TV,76000,18979499
613,LoVkEjiklaE,MRTV ANNOUNCEMENT: Pimax Has Released Me From All Previous NDAs - New Pimax Content Coming Up!,https://i.ytimg.com/vi/LoVkEjiklaE/hqdefault.jpg,3037,MRTV - MIXED REALITY TV,76000,18979499
614,Hky3-PE-Su4,"MRTV LIVE #16: Oculus Go Launch, Oculus Half Dome, Mirage Solo, Beat Saber Review, Vive Focus",https://i.ytimg.com/vi/Hky3-PE-Su4/hqdefault.jpg,2426,MRTV - MIXED REALITY TV,76000,18979499
615,c7lpsiJd-Qw,"MRTV LIVE #43: Nintendo Switch VR, Audica Review, Apple AR Glasses, Valve Lay Offs - Q&A Session",https://i.ytimg.com/vi/c7lpsiJd-Qw/hqdefault.jpg,1836,MRTV - MIXED REALITY TV,76000,18979499
616,7GRnuNYfOeQ,The Future Of MRTV - Livestream - Q & A,https://i.ytimg.com/vi/7GRnuNYfOeQ/hqdefault.jpg,1470,MRTV - MIXED REALITY TV,76000,18979499
617,dgsdmquwhrs,Win A Brand New Pimax Crystal - Courtesy Of trymytech & Pimax,https://i.ytimg.com/vi/dgsdmquwhrs/hqdefault.jpg,1049,MRTV - MIXED REALITY TV,76000,18979499
618,Ic8j0FIirUQ,DAILY NEWS #92: Pimax Promises To Start Shipping Pre-Orders In 90 Days,https://i.ytimg.com/vi/Ic8j0FIirUQ/hqdefault.jpg,724,MRTV - MIXED REALITY TV,76000,18979499
619,lmLdyB2vKM8,MRTV SPRINT VECTOR OLYMPIC CHALLENGE: DAY 6 - SEB VS LAMBO - THE GLOVES ARE OFF !!!,https://i.ytimg.com/vi/lmLdyB2vKM8/hqdefault.jpg,181,MRTV - MIXED REALITY TV,76000,18979499
620,lAW5fqkL-Fo,How to start Bitcoin mining for beginners (SUPER EASY) - ULTIMATE GUIDE (2021),https://i.ytimg.com/vi/lAW5fqkL-Fo/hqdefault.jpg,1649220,We Do Tech,90200,31657454
621,wXQYw7ChXM8,BEST MICROPHONE FOR GAMING? - RAZER SEIREN X REVIEW,https://i.ytimg.com/vi/wXQYw7ChXM8/hqdefault.jpg,192359,We Do Tech,90200,31657454
622,yTGiEKNVnk4,Razer Ripsaw HD Review - Streaming Made Easy,https://i.ytimg.com/vi/yTGiEKNVnk4/hqdefault.jpg,121275,We Do Tech,90200,31657454
623,-OaZnpYFwNs,Ultimate Guide For The Perfect Desk / Gaming Setup 🎮,https://i.ytimg.com/vi/-OaZnpYFwNs/hqdefault.jpg,78186,We Do Tech,90200,31657454
624,6MyUnwxmzpU,$2300 RGB Overflow Gaming PC Build,https://i.ytimg.com/vi/6MyUnwxmzpU/hqdefault.jpg,51499,We Do Tech,90200,31657454
625,-EGJko2x06M,Is It Good Enough For A i9 11900K?? - ASUS ROG STRIX Z590-E GAMING WIFI,https://i.ytimg.com/vi/-EGJko2x06M/hqdefault.jpg,36084,We Do Tech,90200,31657454
626,YIdCAiCIMG4,ASUS TUF OC RTX 4070 Ti - Finally A RTX 40 Card Worth Buying???,https://i.ytimg.com/vi/YIdCAiCIMG4/hqdefault.jpg,27614,We Do Tech,90200,31657454
627,qaqkgPeprTM,Stupid or Profit? - Mining Ethereum On $5000 Gaming Laptop,https://i.ytimg.com/vi/qaqkgPeprTM/hqdefault.jpg,20848,We Do Tech,90200,31657454
628,I29D_bEoeUM,Asus ROG Z490 Maximus XII Formula Unboxing,https://i.ytimg.com/vi/I29D_bEoeUM/hqdefault.jpg,15170,We Do Tech,90200,31657454
629,FdxrQxCxz9I,Did Cooler Master Hit The Jackpot? - MM830 Review,https://i.ytimg.com/vi/FdxrQxCxz9I/hqdefault.jpg,10276,We Do Tech,90200,31657454
630,mSqtj7I4yWQ,RTX 4080 VS RTX 4090 - 1440P & 4K #shorts,https://i.ytimg.com/vi/mSqtj7I4yWQ/hqdefault.jpg,7893,We Do Tech,90200,31657454
631,Fc6d0eL94uo,R55 000 ($3500) Custom Water Cooled PC Build,https://i.ytimg.com/vi/Fc6d0eL94uo/hqdefault.jpg,5550,We Do Tech,90200,31657454
632,BzLi1YiYtnU,The Fastest Memory I Have Ever Used - Aorus RGB 4800MHz,https://i.ytimg.com/vi/BzLi1YiYtnU/hqdefault.jpg,4231,We Do Tech,90200,31657454
633,ITewEPipKcw,Ryzen 3000 up to 16 Cores @ 5.1Ghz & Ryzen 3 with 6 Cores For $99,https://i.ytimg.com/vi/ITewEPipKcw/hqdefault.jpg,3137,We Do Tech,90200,31657454
634,yPReuN_brOE,Did you know this about ASUS? #medicaltech #pcgamer #asus #shorts,https://i.ytimg.com/vi/yPReuN_brOE/hqdefault.jpg,2178,We Do Tech,90200,31657454
635,OT-RzKr2T8g,Not What I Was Expecting - OneOdio Monitor 60,https://i.ytimg.com/vi/OT-RzKr2T8g/hqdefault.jpg,1461,We Do Tech,90200,31657454
636,hLamqObPbyU,"You want to see this CRAZY ""deal""",https://i.ytimg.com/vi/hLamqObPbyU/hqdefault.jpg,1077,We Do Tech,90200,31657454
637,Fwl1HtQ-OD8,What's In My Bag | Computex 2019,https://i.ytimg.com/vi/Fwl1HtQ-OD8/hqdefault.jpg,735,We Do Tech,90200,31657454
638,0sONa5L20XI,The Falcon 9 Of SSDs - Sabrent Rocket PCIe 4 NVMe SSD,https://i.ytimg.com/vi/0sONa5L20XI/hqdefault.jpg,456,We Do Tech,90200,31657454
639,ZTyh8qCXxdk,😳Finally! A good use for AI💃🏻 #msi #computex2023 #pcgamer,https://i.ytimg.com/vi/ZTyh8qCXxdk/hqdefault.jpg,169,We Do Tech,90200,31657454
640,9x6yOwR7lSk,What is ERP Software? Here is everything you need to know.,https://i.ytimg.com/vi/9x6yOwR7lSk/hqdefault.jpg,246718,Eric Kimberling - Digital Transformation,59700,4693713
641,-NMg6yFJrlQ,"What is System Architecture? [Intro to Enterprise Architecture, Integration, and BI]",https://i.ytimg.com/vi/-NMg6yFJrlQ/hqdefault.jpg,14736,Eric Kimberling - Digital Transformation,59700,4693713
642,SgcSzihDonM,"How to Estimate Your ERP / HCM Implementation Time, Duration, and Project Plan",https://i.ytimg.com/vi/SgcSzihDonM/hqdefault.jpg,6639,Eric Kimberling - Digital Transformation,59700,4693713
643,XB65-hz-RkQ,What is a Chief Information Officer? What Is the Role of a CIO?,https://i.ytimg.com/vi/XB65-hz-RkQ/hqdefault.jpg,3780,Eric Kimberling - Digital Transformation,59700,4693713
644,HUQuqdRvaUs,Best of Breed ERP Systems | Postmodern ERP | Pros and Cons,https://i.ytimg.com/vi/HUQuqdRvaUs/hqdefault.jpg,2458,Eric Kimberling - Digital Transformation,59700,4693713
645,Ege7RqueQ4A,Lessons From My Company’s Digital Transformation Failure,https://i.ytimg.com/vi/Ege7RqueQ4A/hqdefault.jpg,1836,Eric Kimberling - Digital Transformation,59700,4693713
646,NTWK34u3pJE,"What Are the Alternatives to Traditional ERP Systems? [Death of ERP Software, Part II]",https://i.ytimg.com/vi/NTWK34u3pJE/hqdefault.jpg,1379,Eric Kimberling - Digital Transformation,59700,4693713
647,d_uQW07QBTo,10 Digital Strategy Questions To Answer Before Beginning a Digital Transformation,https://i.ytimg.com/vi/d_uQW07QBTo/hqdefault.jpg,1105,Eric Kimberling - Digital Transformation,59700,4693713
648,Sso2y7pSvrk,Change Management Strategy Mistakes to Avoid During Digital Transformation,https://i.ytimg.com/vi/Sso2y7pSvrk/hqdefault.jpg,913,Eric Kimberling - Digital Transformation,59700,4693713
649,WhMkBtpuju4,Will Artificial Intelligence Drive Market Equality in the 2030s?,https://i.ytimg.com/vi/WhMkBtpuju4/hqdefault.jpg,764,Eric Kimberling - Digital Transformation,59700,4693713
650,JjVgwEobULM,Intro to the Psychology of Digital Transformation and Organizational Change,https://i.ytimg.com/vi/JjVgwEobULM/hqdefault.jpg,635,Eric Kimberling - Digital Transformation,59700,4693713
651,toZdYS2Hvtc,How My Company’s Digital Transformation Was More Difficult Than I Thought,https://i.ytimg.com/vi/toZdYS2Hvtc/hqdefault.jpg,526,Eric Kimberling - Digital Transformation,59700,4693713
652,v5pyPW35z00,How To Realize Digital Transformation Value and Return on Investment,https://i.ytimg.com/vi/v5pyPW35z00/hqdefault.jpg,456,Eric Kimberling - Digital Transformation,59700,4693713
653,eLxB28moy3k,"Podcast Ep90:Death of Meetings, Open Source Tech, Executives & Digital Transformation Failure",https://i.ytimg.com/vi/eLxB28moy3k/hqdefault.jpg,404,Eric Kimberling - Digital Transformation,59700,4693713
654,Z6IZe8qF-DY,Technology Evaluation in Digital Transformation,https://i.ytimg.com/vi/Z6IZe8qF-DY/hqdefault.jpg,361,Eric Kimberling - Digital Transformation,59700,4693713
655,buFTb_crnOY,There is an art and a science to effective project management,https://i.ytimg.com/vi/buFTb_crnOY/hqdefault.jpg,320,Eric Kimberling - Digital Transformation,59700,4693713
656,RAEDCm9mnEo,Keys to Microsoft Office365 Migrations w/ Chad Baker of LAE Software,https://i.ytimg.com/vi/RAEDCm9mnEo/hqdefault.jpg,276,Eric Kimberling - Digital Transformation,59700,4693713
657,1iycjmc8MYo,"Digital Transformation Lessons from an Animated Comedy, The Death of ERP Software, All Encompassing",https://i.ytimg.com/vi/1iycjmc8MYo/hqdefault.jpg,228,Eric Kimberling - Digital Transformation,59700,4693713
658,GaONjyJwm8k,"Podcast Ep85: European Railways & AI, Digital Transformation Risk Mgmt, Cloud Migration Strategies",https://i.ytimg.com/vi/GaONjyJwm8k/hqdefault.jpg,174,Eric Kimberling - Digital Transformation,59700,4693713
659,gNTBKylVJZQ,Top 10 ERP Systems for Small Businesses | Best ERP Software for the SMB Market,https://i.ytimg.com/vi/gNTBKylVJZQ/hqdefault.jpg,2,Eric Kimberling - Digital Transformation,59700,4693713
660,ZJZxiNxYLpc,Mass Vaccination in a Pandemic - Benefits versus Risks: Interview with Geert Vanden Bossche,https://i.ytimg.com/vi/ZJZxiNxYLpc/hqdefault.jpg,1589975,Vejon Health,91100,9280910
661,TBInd2v-inE,Why is Omicron becoming more infectious in highly vaccinated regions?,https://i.ytimg.com/vi/TBInd2v-inE/hqdefault.jpg,93074,Vejon Health,91100,9280910
662,ASztiyKGWvg,Cardiac arrests increased in ages 16-39 in Israel. Is this myocarditis?,https://i.ytimg.com/vi/ASztiyKGWvg/hqdefault.jpg,45642,Vejon Health,91100,9280910
663,W5PUv2R63NU,Why Don't the Vaccinated Want to Know? Excess Deaths Ignored!,https://i.ytimg.com/vi/W5PUv2R63NU/hqdefault.jpg,29735,Vejon Health,91100,9280910
664,42q5QrwCJ9o,Has Switzerland actually stopped the Covid vaccines?,https://i.ytimg.com/vi/42q5QrwCJ9o/hqdefault.jpg,17597,Vejon Health,91100,9280910
665,jST1mf6Cq0s,Persistent Omicron Lung Infection - Is this why some people are sick all the time?,https://i.ytimg.com/vi/jST1mf6Cq0s/hqdefault.jpg,12627,Vejon Health,91100,9280910
666,wrxcOoE1ngo,Thailand Myocarditis - Has enough research been done on covid vaccines in children?,https://i.ytimg.com/vi/wrxcOoE1ngo/hqdefault.jpg,10688,Vejon Health,91100,9280910
667,zMeDk97NB7A,The Secret Ability of Vitamin D to stop the Pandemic,https://i.ytimg.com/vi/zMeDk97NB7A/hqdefault.jpg,8575,Vejon Health,91100,9280910
668,6ETRxCJFxA8,Did large crowds at the World Cup in Qatar contribute to Excess Deaths?,https://i.ytimg.com/vi/6ETRxCJFxA8/hqdefault.jpg,7103,Vejon Health,91100,9280910
