,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
216,ujIAI86sIxM,LG G Flex 2 - Unboxing - SuperSaf TV,36,LG G flex2 UNBOXING,19,0.0
217,x6Brhk801Os,Nokia Lumia 830 - Review,24,品 a1 i ? ?,10,0.0
218,YQCXeFHDwPA,OnePlus 3 Unboxing & First Impressions (Retail Version),55,ONE PLUS 3 r finst RERE SUPERSAFTV,34,0.0
219,sSZjK9tinqU,"20,000 Subscribers Giveaway! WIN a $50 Minisuit Gift Voucher [CLOSED]",69,"supersa 20, 000 Subscribers $50 mini SLT GIET VOUCHER GIVEAWAY!",63,0.2625
220,aFlromB6SnU,Demon Core - The True Story,27,THE DEMON CORE,14,0.206
221,uJ8cYheR5xo,SL-1: America's First Nuclear Disaster,38,AMERICA'S NUCLEAR FIRST MELTDOWN,32,-0.253
222,oDqICb-Dme8,How DEAD SPACE Solves the Fermi Paradox,39,SPACE DEAD IS,13,-0.514
223,bgV26ol51UM,Autism is my superpower,23,nan,0,0.0
224,qTrfBMH2Nfc,Superintelligent A.I. Will Be Unstoppable,41,UNSTOPPABLE THE ral SUPER A.I,29,-0.05149999999999999
225,ghQM1Een2Og,Did Nuclear Fallout Kill Hollywood's Biggest Star?,50,AND JOHN WAYNE CONQUEROR THE,28,-0.2195
226,FiyXFGW2swM,How Mandalorian Armor Really Works,34,BEST-KAR ARMOR,14,0.0
227,SNfZDT_5Gi0,"Can 1,000,000,000,000 Lions Defeat the Sun?",43,x1 000 ooo0 000.000 ooo0 000,28,0.0
228,kEDCE2nOQeM,Quantum Levitation - Why Superconductors Float,46,QUANTUM LEVITATION,18,-0.207
229,uJeMqniVe8o,What are SONIC BLACK HOLES?,27,S0NIC BLACE HOLE5,17,0.0
230,JvbD7GgMWv4,Lord of the Rings’ Eagle Problem SOLVED,39,PLOT HOLE SOLVED?,17,0.07200000000000001
231,fZymVui77Fk,Stomp machine destroys EVERYTHING,33,nan,0,0.0
232,x-sa2ELAjYY,🔴 Oops “Anti-5G” products are dangerously radioactive | [OFFICE HOURS] Podcast 077,82,NONSENSE ANTI-5G' LIVE,22,-0.12799999999999997
233,skZbuhUMtcQ,Is Elon Musk's Neuralink the Future? | [OFFICE HOURS] Podcast #020,66,PUT THIS YOUR BRAIN in,22,0.1225
234,4bjOC4mlKhI,Can You Stop a Volcano? | [OFFICE HOURS] Podcast #046,53,CAN WE STOP IT?,15,-0.381
235,y-2CyaH180k,🔴 How to Do Research When Facebook is Down | [OFFICE HOURS] Podcast 070,71,You want somebody else t should doina work hbe rself VO you truly tru do the researcr n your own. oing lo spoor VOU truth NOPE LIVE,131,-0.08700000000000001
236,nYsZQwKo-pE,How Do Wombats Make Cubed Poo? | [OFFICE HOURS] Podcast #039,60,CUBE POO SECRETS,16,0.147
237,5RpGoOS68y4,"🔴 Nuclear batteries, Elon buys Twitter, Chernobyl anniversary | [OFFICE HOURS] Podcast 088",90,ElonMusk 112Fo LIVE,19,0.0
238,ZGJnFFKqfr0,🔴LIVE - Should we send this message to aliens? | [OFFICE HOURS] Podcast 085,75,H CANYOU READ PEr rer9a？er? THIS? LIVE,38,0.0
239,XfXMjyXvA-o,Simple Graph Explains Wearing Masks | [OFFICE HOURS] #006 Highlight,67,THIS IS WHY you MASK WEAR A,27,0.1155
240,sHEwTKEDVM0,An Exploration Of Cosmic Phenomena | Secrets Of The Universe [Season 1 All Episodes] | Spark,92,Spark,5,0.6285000000000001
241,kr3OAIvgbk8,How Modern Ships Have Advanced Since Historic Disasters At Sea | Built From Disaster | Spark,92,Spark,5,0.41250000000000003
242,vBziplrKt_0,How The Apollo Program Came To An End (Space Documentary) | Spark,65,Spark,5,0.58
243,-IYuCz4reOo,London Underground Is At Its Breaking Point | The Tube | Spark,62,Spark,5,0.587
244,O4c6ipJ6Ff0,Houses Dragged Across The Ocean To Build A Floating City | Huge Moves | Spark,77,seasran Spark,13,0.43200000000000005
245,h60tlMn6TgE,Do Habitable Planets Exist Other Than Our Earth? | Exoplanets: Thousands Of New Worlds | Spark,94,Spark,5,0.6765
246,M3Iztt4D2UE,Understanding The Science Of Climate Change | Earth's Survival | Spark,70,Spark,5,0.556
247,qMM3tPBnEN0,The 7-Billion-Euro Flood Barrier Saving Venice From Drowning [4K] | Heavy Lift | Spark,86,Spark,5,0.587
248,byy1q6NDiRQ,How Engineers Are Restoring Rare Aeroplanes From WW2 | Chasing Warbirds | Spark,79,Spark,5,0.5
249,1oprjir1rz8,How The Hubble Telescope Takes Amazing Photos | Hubble's Canvas | Spark,71,Spark,5,0.4119999999999999
250,VbVRmz-wlUI,How Gravity Controls Everything In Our Universe | Cosmic Vistas | Spark,71,Spark,5,0.733
251,mkEpNOsGxKA,Airport Fire Puts Fire Brigade's Skills To The Test | Dublin Airport: Life Stories | Spark,90,Spark,5,0.6785
252,2blu1JiQVF4,Alien Life And The Fermi Paradox,32,a Tirstcontact be ma possible,29,0.1795
253,HVcckmqxgFY,Who Was The First American Woman In Space? | Dr. Sally Ride | Spark,67,Spark,5,0.7245
254,SMr1O9fe4pw,Why The RAF Air Tankers Are Perfect For Aerial Refuelling | The Military Tech Show | Spark,90,Spark,5,0.534
255,b0qTXEUGaJQ,Inside A Tesla Factory | How It's Made | Spark,46,Spark,5,0.4575
256,pbtPD8FDzFA,Mysteries Of Black Holes And Dark Matter Explained | Beyond Our Earth | Spark,77,Spark,5,0.5
257,nr7APKTZjWk,What Undiscovered Sea Creatures Could Benefit Mankind? | Ever Wondered | Spark,78,Spark,5,0.69
258,udb_Emx3J2U,What Is The Future of Bionic Prosthetics? [4K] | The Age of Robots | Spark,74,Spark,5,0.5685
259,W8drBvXlOAE,The Secrets Of The Leopoldville Disaster That Took Over 750 Lives | Deep Wreck Mysteries | Spark,96,Spark,5,0.378
260,t705r8ICkRw,Starbase Tour with Elon Musk [PART 1 // Summer 2021],52,PART 1 STARBASE withtour guide MUSK ELON BUTLD SITE TOUR everyd SIRONAU 北,73,0.0
261,vIh4aLX3cZQ,[SLO MO 4K] Massive explosion of a SpaceX Starship Prototype (SN4) at Boca Chica Texas,86,ASRBXAOY,8,0.0
262,Ge1_6MUWAYg,What Exactly Caused SpaceX's Falcon 9 Landing Failure,53,WRONG WENT EXACTLY WHATL VERYIDA vle y asronnut,47,-0.3725
263,FaOAsUR-o-U,What it's like to wear Boeing's Space Suit,42,ride  ere LEGIT NEXI GEN SPACE a SUIT! EVERYDAY astronaut,57,0.1315
264,6YRf8FsjEXQ,Watch SpaceX / NASA Bring Bob and Doug Home from DM-2!!! Crew Dragon re-entry and splashdown!,93,NASA+ SPACEX DM-2 SPLASHDOWN DRAGON CREW e DOUG HOMECOMING HOSTED LIVE veraday SRONAU,85,0.0
265,hEbhlxF29BM,[SCRUBBED][4K] Watch Firefly's Second Orbital Launch Attempt Of Their Alpha Rocket!,83,VANDENBERG SER ca SLC-2 FIREFLY ALPHA-FLTA002 the BLACK HOSTED live SRONN,73,0.0
266,BntCkCRc55c,Watch Firefly Launch Their Alpha Rocket To Orbit For The First Time!,68,VANDENBERG SER ca SLC-2 FIREFLY ALPHA-FLTA002 the BLACK HOSTED live SRONN,73,0.0
267,4hhj_Y3B54M,Watch SpaceX launch 143 satellites for their first dedicated rideshare!,71,"SLC- -40 CCSFS, F SPACEX TRANSPDRTER i FALCON 5 block s HOSTED lie ΛSTRONAU everyday",84,0.1295
268,nG2t5FgALSs,Watch China launch their first mission to Mars on their Long March 5!,69,WENCHANG  IC-1 TIANWEN-1 LONG MARCH 5 chinas st mars mission HOSTED LIVE,72,0.0
269,7STa-tiQajQ,Best Space Moments of 2021!!!,29,H ASTRC AWARDS BEST SPACE MOMENTS OF 202 ever rday ASTRONAU,59,0.5395000000000001
270,0O9_k2_Wod4,"""27 Merlins"" Music composed to Falcon Heavy's sequence of events",64,MERLINS 27 posed s SEQUENC EVENTS using FALCON healy of,55,0.0
271,Ne-hI31F2kk,Falcon Heavy slo-mo launch and landing (Watch the sound ripple through the exhaust at 120 FPS),94,nan,0,-0.064
272,StSJsyraODs,Watch SpaceX say goodbye to a Block 5 booster (Amos-17 mission),63,SPACEX AM0S-17 il live HUSTED,29,-0.133
273,wRBxILw04IE,SpaceX's StarHopper Abort (slow motion 4K),42,VERYD,5,0.010499999999999995
274,SnGD__egREQ,Watch ULA launch the LAST Delta IV medium EVER! GPS III SV02,60,DELTA/VM GPS svoz ula ll edlie ntes,35,0.0
275,IS--jXYsWVE,"Everyday Astronaut - ""Astronaut Beach House""",44,ever yday  ril ΛSIRONAUT otdanaiit pacl loiiae beach astronaut HUUSE,68,0.0
276,xZ3WFBuuvdU,Live INSIDE SpaceX for the BFR announcement!,44,nan,0,0.0
277,JZ_Tp9qjviw,"LIVE Hosting SpaceX PAZ / Microsat 2a, 2b",41,PAZ SPACEX LAUNCH HOSTED LME,28,0.0
278,RR4fHSIMfzo,To Eve and Back - all stock - no quicksave reverts!!! (Full livestream),71,TO EVE AND BACK STOCK NO QUICKSAVES!!! EVRRYRAY,47,-0.1525
279,a4yXEbUZ0R0,"Behind The Scenes Photoshop ""Star Painting"" with @EverydayAstronaut",67,"""STAR PAINTING BEHIND THE SCENES PHOTOSHOP EVERYDA ASTRONAUT",60,0.0
280,eoJxaz3VtuE,Wow! 3 Drill Machine Life Hacks You Should Know,47,nan,0,0.1845
281,MY5-WutC5Ws,10 Amazing DIY Tools for Summer Garden,38,nan,0,0.194
282,xYkvtVU_3Fw,Best Incredible awesome craft Videos,36,nan,0,0.3675
283,sDdlL9-LEjc,5 CLEVER IDEAS FOR WELDERS,26,nan,0,0.25
284,anN2Z7UzO9k,CLEVER HANDYMAN'S CRAFTS AND TIPS,33,nan,0,0.2145
285,PHfJBoGgrns,Wonderful Homemade Jack for Car,31,nan,0,0.234
286,acDnYIodO-k,8 INVENTIONS AND THEIR BENEFITS,31,nan,0,0.232
287,TsLd8pXU7w4,Innovative Inventions | Handmade Creations and Genius Ideas,59,Gillette,8,0.246
288,B__r2uEm_Bg,Awesome Garden Ideas You Must Look on,37,nan,0,0.1465
289,l8G7wW-npK8,Wonderful Homemade Tools (DIY IDEAS),36,nan,0,0.172
290,Q2C_x6zlX-k,HELPFUL DIY TOOL FOR WELDING,28,nan,0,0.206
291,OrBQ6BikIg4,10 EASY USEFUL IDEAS WITH ROPE,30,nan,0,0.1965
292,9_33KaUQuXc,NEW SANDING TOOL WITH ANGLE GRINDER,35,nan,0,0.262
293,A3yStZK53_k,2 AMAZING IDEAS FOR WELDING MACHINE,35,G,1,0.0
294,0r4xNhYdQJk,Creative Handmade Projects for Your,35,CO,2,0.2885
295,jnaTGBLEsuc,Metal Round Bending Tools,25,(CCO),5,0.248
296,rGyVPL_e2WE,That's Amazing idea with Nut,28,nan,0,0.0
297,DRZ1SoPdc6M,How To Dry Wet Boots Fast?,26,nan,0,0.165
298,XxCwYZerFnw,5 Awesome Life Hacks You Should Know,36,nan,0,0.2255
299,u1K360Nz5hA,5 Awesome Magic Tricks,22,nan,0,0.197
300,qOVAbKKSH10,Blockchain Technology Explained (2 Hour Course),47,B BLOCKCHAIN,12,0.0
301,cmkKxNN7cs4,Writing Beautiful Packages in Go,32,nan,0,0.247
302,_lE6U34pXnE,How I Hacked Every Major IDE in 2 Weeks,39,PS,2,-0.155
303,4jROlXH9Nvc,A Deep Dive into NLP with PyTorch,33,nan,0,0.0
304,aGPi27VGWVM,Python Standard Library: The Hidden Gems,40,add games screen enc 15 19 class ManCgames Sprite): 20 2 a which left ond man moves image load image def initas self lalize Init itialize Mar super,147,0.0675
305,xmob0Lox_FQ,Into WebAssembly,16,WA,2,0.0
306,EIGjT5NYjjM,GraphQL in Python 🍓,19,GraphQL in  Python,18,0.0
307,wIIQlkyTP_I,10 Amazing Developer Tools and Tips (aka Level Up Your Developer Productivity),78,nan,0,0.0
308,BOSQ8m21oLo,Intro to Modern JavaScript,26,nan,0,0.0
309,5To_PB3xBdY,The Universal Serial Web,24,The Universal Serial Web,24,0.0
310,0YOaYUYd2-s,Building Realtime Serverless APIs with GraphQL and Azure,56,nan,0,0.0
311,62ZRPJkHOX0,NodeJS: Let It Crash!,21,Crash!,6,-0.7495
312,tiavPB8h0es,How to Start a Solo Project that You'll Stick With,50,nan,0,0.106
313,qdjn7Ryaq5Y,New and Exciting Features in NodeJS,35,ds S,4,0.195
314,AwJItZbCAv4,Asynchronous Event Handling Using Microservices and Kafka,57,ASYNCHRONOUS EVENT HANDLING,27,0.0
315,qVhj4-F1v0g,Building A Sliding Puzzle Game with a Custom Image Using ReactJS,64,nan,0,0.0
316,-3Xabm9yewk,Dark Mode Using CSS,19,Search,6,0.0
317,Xd-tmhdLJp0,Rethinking Data Visulisation with PyScript  || Valerio Maggio,61,<py> d wo p sp y  t Python Run Your in HTML,43,0.0
318,ahIicKEePus,Sherlock Holmes and the Cryptic Case of API Security || Brenton House,69,L O,3,0.0895
319,I0kC9WI3FRc,Craft Product Strategy: Blueprint for Success,45,nan,0,0.2125
320,W_OuYDJ2vjQ,TERMINATING MINERAL INSULATED COPPER CABLE IN 60 SECONDS - #shorts,66,DFIXX MICC GLAND,16,0.0
321,is3EsCgj8NI,Probably the Best Plug in the World 🇬🇧🔌🔌🔌,41,sule o o sio do o fore outer replacing o see ca e se wiring ret e,65,0.0
322,EX2-fEJGBwI,Building up an Earth Bond Relay,31,nan,0,0.0
323,kD-6d5sfV88,Electricians’ always clean up 🧹,31,nan,0,0.237
324,US9xV85pz5s,BIN THE BUTT CRIMPS the new WAGO 221 is GREAT #shorts,53,PEXX WAGO 221 INLINE,20,0.1295
325,3oMK4rFZA3M,an Electrician that LOVES ❤️ Plumbing 😬,39,nan,0,0.235
326,MiyuVbjkAck,Unlock the Power of Sunsynk Hybrid Inverters plus 🔋🪫,52,SUNSYNK UNLIMITED POWER,23,0.1295
327,jsa-ydukCmY,🇬🇧 PLUG with Secret Instructions,32,nan,0,0.0
328,TSGpIqCxI1U,This is going to be Megger - The NEW X1 Multifunction Tester,60,MO OFF Hz OFF 2,15,0.2025
329,CXF5ppYM1RM,An Electrician Tackles Kirigami,31,nan,0,0.0
330,x8eCM6Ngp9Q,EV CHARGER INSTALLATION PART 3: CONNECTIONS includes CT Hack!,61,ev TRAINING part 8 FIXX ART3 PART s,35,0.0
331,p5mQU2gl25Y,MYENERGI EDDI takes control of the GAS water heating,52,nan,0,0.040999999999999995
332,_ZcsvQLP-Uo,What is an MCB and How do They Work?,36,Sehneider,9,0.0
333,83lVeDxKXUY,REVEALED: How Much Money Do Self Employed Electricians Make?,60,FIXX ELECTRICAL NENE weekly,27,-0.16100000000000003
334,FRsUKYAKpLY,ELECTRICIANS Q&A: CABLE TRAY GROUPING FACTOR CALCULATIONS,57,CABLETRAY 2FIXX GROUPING FACTORS,32,0.0
335,mOcPSM9RQv8,Should electricians assume TN-S and TN-C-S are both PME earthing systems.,73,FIXX Q&A ECA engneerns scrces,29,0.0165
336,Nt3a5t1gmtw,Metal Trunking Accessories,26,METAL TRUNKING trunking HINTS g TIPS ACCESSORIES,48,0.0
337,OiUBbvNSMK8,ARE YOU INSTALLING RELIABLE LED LIGHTING? - Lewden lux,54,FIXX PERFORMANCE PERFOR MAN  ΛANCE INDUSTRIAL MANCE,51,0.092
338,xe9tAknuGW4,"WAGO CEILING ROSE, EV NICK takes on the electricians' challenge and PRIZE GIVE AWAY",83,DFIXX FIXX LIVEFEED LIVEFEED,28,0.154
339,JYwVqI1In5Q,eFIXX Awards 2023 Education Category Winners,44,FIXX AWARDS 2023 EDUCATION WINNERS,34,0.6599999999999999
340,cKwS4NfgGgc,Three great gadgets for every man!,34,FIDGET,6,0.234
341,1lBa0voSo48,15 COOLEST Gadgets For Your ROOM That Are Worth Buying,54,nan,0,0.087
342,Roay3Yfr63A,15 Coolest Gadgets That Are Worth Seeing,40,nan,0,0.1205
343,BnY7rdFjYlA,20 Coolest Summer Gadgets You Can Actually Buy,46,nan,0,0.0
344,nZX8docryPA,Cool gadgets for men,20,ALLYOUHAVE,10,0.217
345,_r6I-sLM9yg,14 Coolest Gadgets Every Man Will Appreciate,44,nan,0,0.0
346,aljIWcaiL2g,16 Coolest Gadgets That Are Worth Seeing,40,nan,0,0.113
347,t5yTTP_Yk_8,22 Coolest Gadgets You Can Actually Buy,39,nan,0,0.096
348,t5ULKkQvh74,19 Coolest Gadgets That You Can Actually Buy,44,arrive home scene Activate,26,0.1755
349,tkh_IexG1uU,12 Coolest Gadgets That Are Worth Buying,40,nan,0,0.194
350,c6C7FYS2M9E,19 Awesome CAR Gadgets You’ll Want To Have,42,nan,0,0.113
351,YNdsGCz6QEo,13 Coolest Gadgets You Can Buy Online,37,nan,0,0.0
352,FeUMKmVpyUs,Cool multitools for men,23,WITH EVERYTHING,15,0.1905
353,6rJpmvBllto,Coolest Gadgets You Will Definitely Enjoy,41,nan,0,0.0
354,2fRf7hUiynA,10 COOLEST HOME Gadgets That Are Worth Buying + Giveaway,56,nan,0,0.08
355,I7e4WSxsmoM,Сar gadgets available on Amazon right now,41,this GADGET ANIO GET,20,0.0
356,qlqcKBy19uM,Essential gadgets for any trip!,31,nan,0,0.0
357,kLD6AslfLsU,You’ll have a great time with these gadgets!,44,YouFact,7,0.25
358,IJJRckcyk1s,Say NO to stress!,17,YouFact,7,0.218
359,8cIQ8F9xC70,9 Cheap APPLE Alternatives That Are Worth Buying,48,ST 108MP,8,0.1205
360,D0BrG7O8wmA,How to Make the Apple Logo on Your iPhone Light Up Like a Macbook (iPhone 6 & iPhone 6 Plus),92,KR,2,0.0715
361,Ct3afssstno,How To Stop your Email from Showing Up in iMessage on your iPhone,65,david Cogen David r CO theunlockicom CKR,40,0.0
362,TgG0upE77mk,Huawei P20 Pro Complete Walkthrough,35,HUAWEI LEICA,12,0.0
363,5cWA9sxtDt8,"Samsung Galaxy S21 Ultra Real-World Test (Camera Comparison, Battery Test, & Vlog)",82,nan,0,0.0
364,6jcxXpVk1_c,Asus Zenbook Pro Duo Complete Walkthrough: Dual Screen Laptop,61,IVIUST,6,0.0
365,RlYac67A6b8,How To Root the HTC Wildfire Unrevoked Method,45,lopel de contode cune aoy raiee doke lenen analarkctine t ia uu hont arn lil corten desne noguy sau ce dnald cel ded oil for diver gor d wiant o search rou cottwa automaticall updated dimer,189,0.0
366,qAbY81Uu9qs,How to Remap the Bixby Button (and Launch a Different App Instead),66,5 00,4,0.0
367,hQOdjNADWNo,How Foldable Screens Work (& How We Got to This Point),54,nan,0,0.0
368,ieWsYjHFpao,Surface Laptop 2 Complete Walkthrough: The Best Looking Laptop You Can Buy,74,nan,0,0.148
369,60z9YBv9Ksw,How To Root the Dell Streak (www.TheUnlockr.com),48,nan,0,0.0
370,Sp4RS30EHX4,How to Set Custom Vibrations on the iPhone,42,KR,2,0.0
371,6BMaXYkGK0g,How To Install and Remove Safestrap Recovery on the Motorola Droid Razr,71,CKR,3,0.0
372,B4vVcofUyt0,How to Automatically Digitize Anything You Write on a Whiteboard,64,E=MC UD,7,0.0
373,nXKY6sQfx4A,How to Customize App Folders on your Home Screen Using TinyGrid+,64,65% PM 4:01 Utilities Verizon dia,33,0.0
374,WHGrsitxE0k,How to Root the Samsung Galaxy S6 & S6 Edge,43,Superuser request: tmobile com pr.adapi (1 Grants full features all device access t and potentially dangerous storage Ask again 15 minutes DENY GRANT,149,-0.018500000000000003
375,4hNLqddSmqk,How to Add a Virtual Home Button to iOS,39,wuen d W NoSlowAni Ch n Ooe per smple Loc SubtleL wnterbcsd bola G,66,0.0
376,O92qjcMqcLU,How To Transfer Photos from Facebook to Google+,47,tooinks,7,0.0
377,PtI3683lmOM,The Sequel to the Most Popular Folding Phone,44,eul lo cock out uc squel 1t ihe ma copuler foldng phone the morid the samsung 7Fli in heres whals,97,0.11399999999999999
378,i2krnsHB6bY,Windows Phone 101: How to View Desktop Version of Websites,58,OCKR Un LOCKR,13,0.0
379,_9EuZZfAO9g,Droid Chare Sample Video,24,nan,0,0.0
380,kiiA6WTCQn0,Introduction to Operational Amplifier: Characteristics of Ideal Op-Amp,70,Amplifier Operational Wot,25,0.1635
381,KylJ2v1_c-o,Transient Analysis: First order R C and R L Circuits,52,Analysis: Transient First order and Circuits R-C R-L r r,56,0.0
382,aU24RWIgJVs,Op-Amp Differentiator (with Derivation and Examples),52,Differentiator Op-Amp as vout,29,0.0
383,Pc1aFloxSMw,R-2R Ladder DAC Explained (with Solved Example),47,Ladder Explained DAC R-2R rif 2r 2r 2r v,40,0.1295
384,eFPTBATfX70,"Voltage, Current and Power explained",36,Voltage and Current Power Explained,35,0.0
385,FUhCrWoNA2c,System on Chip (SoC) Explained,30,Chip (SOC) System on Explained LALCOMM,38,0.174
386,ta1sUTiJNkY,"Decibel (dB): What is dB, dBm, dBW, and dBV in Electronics? Difference between dB and dBm",89,Decibel (dB） IS dB dBm dbw and dBV What e,41,0.0
387,Yryi1bbmUjU,Amplitude Modulation (AM) Explained,35,Amplitude Modulation (AM Message Signal Modulated Carrier,57,0.0
388,utBRWK4GmmE,MOSFET Transconductance and MOSFET Small Signal Model Explained,63,Small Signal Model MOSFET lse ves gm,36,0.0
389,YmKmS9bpMqM,Boolean Function Representation: SOP and POS Form | Minterms and Maxterms Explained,83,"and SOP POS Forms fl F1=ABC F1=mo+m tma tm F1=∑（0, 79 2 44",58,0.0
390,1tmdiGvvzzw,Solved Problems on Magnetically Coupled Circuits,48,Solved Problems on Coupled Magnetically Circuits,48,-0.034
391,PV8CMZZKrB4,Ohm's law Explained,19,Ohm's Law,9,0.0
392,qFbdsLm5mvI,MOSFET- Channel Length Modulation Explained,43,Channel Length Modulation MOSFET source s1 ves sv gate g drain di vos 5v vea vas ssv ves ban,92,-0.0875
393,xU7nGvADHZM,Active Clamper Circuit (Clamper Circuit using Op-Amp) Explained,63,Explained Active Circuit Clamper,32,0.237
394,Ph0UlER9S08,Y- Parameters Explained | Condition of Reciprocity and Symmetry for Y- parameters,81,Parameters ye TWO Port Network 1=Y1 y2 vit V y21 12 vit y2 s,60,0.0
395,vBvLu3euc2Q,"MOSFET Biasing: Depletion Type MOSFET Biasing (Fixed Bias, Self Bias and Voltage Divider Bias)",94,Depletion Biasing MOSFET Type,29,0.0
396,2CkyYg__FTc,Pass Transistor Logic Explained | How to Implement Logic Gates using Pass Transistor Logic ?,92,Pass Transistor Logic AND gate,30,0.0
397,IFFVWE0qS6k,Binary Sequence Generator using Shift Register (with Simulation) | Digital Electronics,86,Binary Generator Sequence 111 o 1 output clr,44,0.007000000000000006
398,SsRLGRnPfvI,Membership Quiz 1 & 2 (Solution),32,Quiz #1 it is given Hpnt 125 c 144 823j t e baser basen baser xt what is tho value of base A)5 C)12 B）3 D)6,107,0.049
399,cJ9JXa7EZII,Membership Quiz # 9(Analog Communication - Amplitude Modulation ),65,Quiz #9 a pandwidt of 10 is required for am ifthe owest trequenc khz system. in the modulatec signal is 555 KHz Wbot is carrier component in t frequency KH A 525 C 550 R 560 D 565,179,0.0
400,W6mRkmbn7Kk,Why Did Megalodon Go Extinct?,29,as and land no was exposed.,27,-0.1225
401,i8QvO2S36oU,Forrest Galante's Favorite Animals in Madagascar,48,"""YEAI CHIE YEAH butlook at THB FACE too",39,0.33499999999999996
402,Td75eLXbh0I,Forrest Galante Responds to Being Called a Phony After Joe Rogan Podcast #Shorts,80,Instead of ike stopping the conversation,40,-0.121
403,a9Y7AJkfq4s,The Story of Nyami Nyami,24,NYAMINYAM,9,0.0
404,USorMxUndjE,Extinct or Alive Animals Game With Forrest Galante Pt. 7,56,Patreon Exciusive Part 7 EXTINCT OR ALIVE?,42,0.3225
405,eVkhTceO230,Anaconda vs. Snapping Turtle,28,nan,0,0.0
406,lEvTMNcLLdw,This Is The Weirdest Fish You’ve Ever Seen #shorts #animals #podcast,68,INSANE SEA FISH DEEP,20,-0.046499999999999986
407,B8jGXrcyGnQ,The Wild Times #102 - The Origin of Extinct or Alive,52,wil TIMES THE d 102,19,0.0925
408,YqlywIaJ6G0,Wildlife Biologist Breaks Down Recent Thylacine Photo Evidence,62,口,1,0.0
409,WDBMbNPI4uU,Orca Will Be Freed From Captivity After 50 Years,48,GOOD OR BAD?,12,-0.33349999999999996
410,0oRhkcZy7qU,Extinct or Alive Behind The Scenes - Formosan Clouded Leopard,61,t CLIPS Extinct allive BTS or n cloudec Leopard formosan,56,0.0
411,teJaVw6XgL0,"TWT #30 - Penguins High on Nitrous, Murder Hornet Update, Orangutan Escapes",75,the wild imes oe,16,-0.105
412,a5haXWWEGBM,Should We Bring These Animals Back From Extinction?,51,exclusvie Patreon GIANT ARMADILLO,33,0.0
413,dNER7IJXxyo,Meet Elizabeth Ann: A Cloned Ferret,35,ANIMAL CLONED,13,0.0
414,0FkgwoyWXx8,"TWT #26 - Disney Robotic Dolphin, Flamingo Jail Break, Brain Eating Amoeba",74,THE WILD TIMES #26,18,0.0
415,RQU0qSGpdUA,Scrolling iNaturalist with Forrest Galante,42,t CLIPS twt on inaturalistie,28,0.0
416,qMWr7_2F9wQ,Charly Jordan Ran Into a Silverback Gorilla,43,nan,0,0.0
417,lMhsV091ET4,Iceland Ends Whaling for Fin Whales,35,ICELAND WHALING,15,0.0
418,ZVJOMOHB6Eo,Forrest Galante Laid In A Bush of Poison Oak While Paintballing,63,The d wild tooees Times Bonus Episode fhewildfimespodca.sf.com/pa.freon,71,0.043999999999999984
419,puaw3io2STs,Battle Royale #17,17,the Wild Times WIIH with URREST GALANTE BATTLE ROYALE,53,-0.4295
420,B1X_HZMJoDs,"I eat a total of 70 pounds of vegetables per month, these are the results. #health #diet #blueprint",99,dropping BPOLEOIOT,18,0.0
421,Z7veiyN4LqU,Top 1% Sleep Ranking - My Evening Routine,41,6:00pm 7:00pm 8:30pm,20,0.1155
422,AE9BCIsoqBA,What did you say? How well you hear has a biological age.,57,MYSONIS17,9,0.103
423,77zknlmZHpM,Keto? Vegan? Paleo? 🙅‍♂️ don’t listen to gurus and fads. Data vs. Human Opinion.,80,WHATTHEY,8,0.0
