,vidid,title,tmblink,views,channelName,avgViews/Video
854,J7FmtQnczV4,What is Optocoupler/Opto-isolator | Working and Types of optocoupler |  Optocoupler testing,https://i.ytimg.com/vi/J7FmtQnczV4/hqdefault.jpg,1153,Engineering Think it Simple,29282.658333333333
855,39QgxLIdwwQ,PCB Design Skills # 2 | Stay with us for more,https://i.ytimg.com/vi/39QgxLIdwwQ/hqdefault.jpg,955,Engineering Think it Simple,29282.658333333333
856,PooQM2OLC8M,Diode (1N4007) electrical parameters Measurements.,https://i.ytimg.com/vi/PooQM2OLC8M/hqdefault.jpg,725,Engineering Think it Simple,29282.658333333333
857,GHxpeTUyosY,Force Sensor without Arduino | DIY Force sensor Meter with Bar-Graph LED Display,https://i.ytimg.com/vi/GHxpeTUyosY/hqdefault.jpg,372,Engineering Think it Simple,29282.658333333333
858,gRWWZIXasTQ,Difference between Solid-State Relay and Magnetic-Coil Relay.,https://i.ytimg.com/vi/gRWWZIXasTQ/hqdefault.jpg,272,Engineering Think it Simple,29282.658333333333
859,3J4MCQMPR8A,How Ultrasound Machine Works,https://i.ytimg.com/vi/3J4MCQMPR8A/hqdefault.jpg,124,Engineering Think it Simple,29282.658333333333
860,GmdwQXdrLjM,How to Remove Malware on iPhone and Android | Cyberguy,https://i.ytimg.com/vi/GmdwQXdrLjM/hqdefault.jpg,1494737,KurttheCyberGuy,5287.874617737003
861,k0tmI8CK1_Q,What You Didn't See in the Celeb Nude Photo Leaks,https://i.ytimg.com/vi/k0tmI8CK1_Q/hqdefault.jpg,2401,KurttheCyberGuy,5287.874617737003
862,9rVEiXHrok4,Welcome to CyberGuy.com | Kurt the CyberGuy,https://i.ytimg.com/vi/9rVEiXHrok4/hqdefault.jpg,1260,KurttheCyberGuy,5287.874617737003
863,L66c933JE4M,Hallmark's Home & Family: My Picks for Best Tech Gadgets 2015 - Part 2,https://i.ytimg.com/vi/L66c933JE4M/hqdefault.jpg,724,KurttheCyberGuy,5287.874617737003
864,a6cepxKxNK8,Get my free CyberGuy Tech Newsletter | Kurt the CyberGuy,https://i.ytimg.com/vi/a6cepxKxNK8/hqdefault.jpg,476,KurttheCyberGuy,5287.874617737003
865,OV0BQI55gD8,Road Trip Tech: How to Get Your Car Ready for an Adventure,https://i.ytimg.com/vi/OV0BQI55gD8/hqdefault.jpg,371,KurttheCyberGuy,5287.874617737003
866,MhLH7rZHfcI,AI-powered robot mower cuts your lawn as you sit back | Kurt the CyberGuy,https://i.ytimg.com/vi/MhLH7rZHfcI/hqdefault.jpg,315,KurttheCyberGuy,5287.874617737003
867,5HGqmJLq95I,How Facebook secretly collects your information even if you haven't signed up | Kurt the CyberGuy,https://i.ytimg.com/vi/5HGqmJLq95I/hqdefault.jpg,237,KurttheCyberGuy,5287.874617737003
868,ktWo6JCicUs,Why you should never carry these things in your wallet | Kurt the CyberGuy,https://i.ytimg.com/vi/ktWo6JCicUs/hqdefault.jpg,207,KurttheCyberGuy,5287.874617737003
869,qpe006w9V4U,Best Black Friday and Cyber Monday Deals 2022 - Part 2,https://i.ytimg.com/vi/qpe006w9V4U/hqdefault.jpg,181,KurttheCyberGuy,5287.874617737003
870,hCNelVA6OIw,Genius hidden hack to stop someone from snooping on your iPhone messages | Kurt the CyberGuy,https://i.ytimg.com/vi/hCNelVA6OIw/hqdefault.jpg,154,KurttheCyberGuy,5287.874617737003
871,hUy3F-Fc_gk,5 top tips for stress-free holiday travel | Kurt the CyberGuy,https://i.ytimg.com/vi/hUy3F-Fc_gk/hqdefault.jpg,133,KurttheCyberGuy,5287.874617737003
872,MMN6qa8E3vQ,How to protect your Apple iPhone notes | Kurt the CyberGuy,https://i.ytimg.com/vi/MMN6qa8E3vQ/hqdefault.jpg,116,KurttheCyberGuy,5287.874617737003
873,WCFRPjL8FF0,Amazing iPhone and Apple Watch Launch event with models on treadmills,https://i.ytimg.com/vi/WCFRPjL8FF0/hqdefault.jpg,100,KurttheCyberGuy,5287.874617737003
874,oxDJ5pywES4,My browser is super slow  - how do I fix it? | Kurt the CyberGuy,https://i.ytimg.com/vi/oxDJ5pywES4/hqdefault.jpg,85,KurttheCyberGuy,5287.874617737003
875,7h8DXeF878M,Why does my iPhone get so hot during calls and how to prevent it | Kurt the CyberGuy,https://i.ytimg.com/vi/7h8DXeF878M/hqdefault.jpg,76,KurttheCyberGuy,5287.874617737003
876,VnkQ8wiolfc,Best ways to send large files on Android and PC | Kurt the CyberGuy,https://i.ytimg.com/vi/VnkQ8wiolfc/hqdefault.jpg,60,KurttheCyberGuy,5287.874617737003
877,9Ep2pYE5Kow,How Google Maps lets loved ones know you are safe at all times | Kurt the CyberGuy,https://i.ytimg.com/vi/9Ep2pYE5Kow/hqdefault.jpg,47,KurttheCyberGuy,5287.874617737003
878,ouIK8VJ3Us4,Best wireless earbuds expert reviewed | Kurt the CyberGuy,https://i.ytimg.com/vi/ouIK8VJ3Us4/hqdefault.jpg,28,KurttheCyberGuy,5287.874617737003
879,_pKmXJRPGkc,How to change the font on your iPhone | Kurt the CyberGuy,https://i.ytimg.com/vi/_pKmXJRPGkc/hqdefault.jpg,10,KurttheCyberGuy,5287.874617737003
880,J2hYeIlftRs,Redmi Note 11 and 11 Pro Unbox review camera test,https://i.ytimg.com/vi/J2hYeIlftRs/hqdefault.jpg,490816,Cymye Midori,13093.587301587302
881,-hxhhQ1Yo54,OPPO Reno 7 Pro Unboxing and Hands-on [ENGLISH],https://i.ytimg.com/vi/-hxhhQ1Yo54/hqdefault.jpg,38870,Cymye Midori,13093.587301587302
882,DtWCMx0JTvs,Redmi Note 11T pro  - Great Specs with affordable price [ENGLISH],https://i.ytimg.com/vi/DtWCMx0JTvs/hqdefault.jpg,19698,Cymye Midori,13093.587301587302
883,LMTmBhpIPMg,Xiaomi 12 Lite - Glow Selfies! [ENGLISH],https://i.ytimg.com/vi/LMTmBhpIPMg/hqdefault.jpg,12596,Cymye Midori,13093.587301587302
884,3XWIKudPn8g,Wow! This color is the best😍  iphone 14 pro #shorts,https://i.ytimg.com/vi/3XWIKudPn8g/hqdefault.jpg,9321,Cymye Midori,13093.587301587302
885,yyxpTpj1cGs,Redmi Smart Band 2 - Better than Xiaomi Mi band 7.,https://i.ytimg.com/vi/yyxpTpj1cGs/hqdefault.jpg,7468,Cymye Midori,13093.587301587302
886,ovhTZ_xD-Tc,Oppo Find N Better than Samsung?? Oppo First Foldable phone,https://i.ytimg.com/vi/ovhTZ_xD-Tc/hqdefault.jpg,6399,Cymye Midori,13093.587301587302
887,KcP0z87xeq0,Redmi K60E - The Cheapest among them!! [English],https://i.ytimg.com/vi/KcP0z87xeq0/hqdefault.jpg,4549,Cymye Midori,13093.587301587302
888,pptBk3rv9ac,Poco F4 GT #Shorts,https://i.ytimg.com/vi/pptBk3rv9ac/hqdefault.jpg,3145,Cymye Midori,13093.587301587302
889,PF7n-OeeGRA,DIGITAL PLASTIC SURGERY!! Xiaomi Civi 3 [English],https://i.ytimg.com/vi/PF7n-OeeGRA/hqdefault.jpg,2733,Cymye Midori,13093.587301587302
890,KYmsBoO2GDA,Explo C1 VR Glasses Game Screen ANYWHERE!!! EASY to CONNECT,https://i.ytimg.com/vi/KYmsBoO2GDA/hqdefault.jpg,2050,Cymye Midori,13093.587301587302
891,5HScI4dvFq8,HUAWEI P50 Pocket Hands On - Perfect size,https://i.ytimg.com/vi/5HScI4dvFq8/hqdefault.jpg,1669,Cymye Midori,13093.587301587302
892,UaBNA4rxUBM,Mileseey Bilateral Laser Meter DP20 Pro - Making your Life easier.,https://i.ytimg.com/vi/UaBNA4rxUBM/hqdefault.jpg,1419,Cymye Midori,13093.587301587302
893,6v1VwFC6MdI,Vivo X Note   Giant 7 inches but is it good,https://i.ytimg.com/vi/6v1VwFC6MdI/hqdefault.jpg,1159,Cymye Midori,13093.587301587302
894,nsfF5H317fM,Xiaomi Civi 1S - THE PERFECT SELFIES PHONE,https://i.ytimg.com/vi/nsfF5H317fM/hqdefault.jpg,927,Cymye Midori,13093.587301587302
895,hVr2TwoxEcQ,The beast is back! Xiaomi 13 ultra #cymye #xiaomi13ultra #xiaomi,https://i.ytimg.com/vi/hVr2TwoxEcQ/hqdefault.jpg,765,Cymye Midori,13093.587301587302
896,avRH5SXCXxw,Redmi Note 11 Pro+ 5g  ⚡️⚡️ First with 120w Hyper charger,https://i.ytimg.com/vi/avRH5SXCXxw/hqdefault.jpg,567,Cymye Midori,13093.587301587302
897,yz2zHQ0wu98,Cavdle WasteCycler Review - First composter with tilted design and transparent lid,https://i.ytimg.com/vi/yz2zHQ0wu98/hqdefault.jpg,504,Cymye Midori,13093.587301587302
898,YbtaCnc6Ibw,Poco F4 It is BACK even BETTER!,https://i.ytimg.com/vi/YbtaCnc6Ibw/hqdefault.jpg,402,Cymye Midori,13093.587301587302
899,Al0uoi-th50,🔥🔥IT IS COMING! XIAOMI🔥🔥#Shorts,https://i.ytimg.com/vi/Al0uoi-th50/hqdefault.jpg,174,Cymye Midori,13093.587301587302
900,CIKAy8_cwfI,Introducing MinION Mk1C,https://i.ytimg.com/vi/CIKAy8_cwfI/hqdefault.jpg,574207,Oxford Nanopore Technologies,2930.5831234256925
901,3r_8LwmSF-A,Matthew Keller│Direct RNA sequencing of Influenza viral RNA using the MinION nanopore sequencer,https://i.ytimg.com/vi/3r_8LwmSF-A/hqdefault.jpg,2642,Oxford Nanopore Technologies,2930.5831234256925
902,Wi5x5pbRMWQ,LRA: a long read aligner for sequences and assembly contigs,https://i.ytimg.com/vi/Wi5x5pbRMWQ/hqdefault.jpg,1305,Oxford Nanopore Technologies,2930.5831234256925
903,d7hCqT1WlAQ,Understanding genetic variation in cancer using targeted nanopore sequencing | Shruti...,https://i.ytimg.com/vi/d7hCqT1WlAQ/hqdefault.jpg,737,Oxford Nanopore Technologies,2930.5831234256925
904,5-jIW0nhFv8,Andrea Legati: Mitochondrial DNA analysis by long-read NGS in patients affected by mitochondrial...,https://i.ytimg.com/vi/5-jIW0nhFv8/hqdefault.jpg,531,Oxford Nanopore Technologies,2930.5831234256925
905,Vc3QAGQJw8o,Nanopore sequencing and analysis of plant pathogenic viruses | Monica Kehoe,https://i.ytimg.com/vi/Vc3QAGQJw8o/hqdefault.jpg,438,Oxford Nanopore Technologies,2930.5831234256925
906,K3CPWbDeUXI,Clive Brown | Inside the SkunkWorx,https://i.ytimg.com/vi/K3CPWbDeUXI/hqdefault.jpg,360,Oxford Nanopore Technologies,2930.5831234256925
907,S4w62Hbs_TA,Lee Kerkhof│The Mouse Microbiome and the MinION,https://i.ytimg.com/vi/S4w62Hbs_TA/hqdefault.jpg,288,Oxford Nanopore Technologies,2930.5831234256925
908,Noae9UnQ9Ps,Intawat Nookaew│Transcriptional Landscapes analysis through direct RNA sequencing,https://i.ytimg.com/vi/Noae9UnQ9Ps/hqdefault.jpg,245,Oxford Nanopore Technologies,2930.5831234256925
909,Eijnq6uM8s4,Jae Young Choi: Unlocking the plant 3D genome architecture with Pore-C sequencing,https://i.ytimg.com/vi/Eijnq6uM8s4/hqdefault.jpg,212,Oxford Nanopore Technologies,2930.5831234256925
910,AmOf1YQ5BaI,Rene Snajder - Investigating disrupted methylation patterns in SHH medulloblastoma,https://i.ytimg.com/vi/AmOf1YQ5BaI/hqdefault.jpg,186,Oxford Nanopore Technologies,2930.5831234256925
911,W_KWEdUlfUY,London Calling 2019: Karen Miga interview,https://i.ytimg.com/vi/W_KWEdUlfUY/hqdefault.jpg,165,Oxford Nanopore Technologies,2930.5831234256925
912,MvOTATcgfQ0,SARS-CoV-2 outbreak investigation: from sample to response in a day,https://i.ytimg.com/vi/MvOTATcgfQ0/hqdefault.jpg,143,Oxford Nanopore Technologies,2930.5831234256925
913,Uz8W3jsuNlI,A complete analysis of human genomes and transcriptomes using nanopore sequencing,https://i.ytimg.com/vi/Uz8W3jsuNlI/hqdefault.jpg,122,Oxford Nanopore Technologies,2930.5831234256925
914,dtPaWoqArlE,Coast to coast spread of SARS CoV 2 during the early epidemic in the United States - Joseph Fauver,https://i.ytimg.com/vi/dtPaWoqArlE/hqdefault.jpg,107,Oxford Nanopore Technologies,2930.5831234256925
915,uJ-korlNheY,Human spaceflight induces telomere elongation and diplotype-resolved repeats | Christopher Mason,https://i.ytimg.com/vi/uJ-korlNheY/hqdefault.jpg,95,Oxford Nanopore Technologies,2930.5831234256925
916,DFrRfdzD_5Q,LC18 - Hayley Wilson Trailer,https://i.ytimg.com/vi/DFrRfdzD_5Q/hqdefault.jpg,83,Oxford Nanopore Technologies,2930.5831234256925
917,M_W326_3Dc0,Reindert Nijland: Nanopore sequencing for biodiversity assessment in an educational setting,https://i.ytimg.com/vi/M_W326_3Dc0/hqdefault.jpg,69,Oxford Nanopore Technologies,2930.5831234256925
918,ahOK9JuW9Nc,Nanopore sequencing for rapid & accurate identification of endangered species,https://i.ytimg.com/vi/ahOK9JuW9Nc/hqdefault.jpg,53,Oxford Nanopore Technologies,2930.5831234256925
919,Fwt5k-mZN48,London Calling 2019: more from the floor,https://i.ytimg.com/vi/Fwt5k-mZN48/hqdefault.jpg,25,Oxford Nanopore Technologies,2930.5831234256925
920,uHCS8kgGjQI,"I Raced with a 5""  Freestyle Drone | #fpv #drones",https://i.ytimg.com/vi/uHCS8kgGjQI/hqdefault.jpg,60156,Darren Allatt,6119.3125
921,T5Ibjem5LHU,How To Setup TX16S Mk2 ExpressLRS In Under 5 Minutes,https://i.ytimg.com/vi/T5Ibjem5LHU/hqdefault.jpg,22324,Darren Allatt,6119.3125
922,PxnGZ7WF754,"$190 FPV Drone Build, Here Is How I Did It👍🏼 or 🔥- #drone #fpv #shorts",https://i.ytimg.com/vi/PxnGZ7WF754/hqdefault.jpg,12601,Darren Allatt,6119.3125
923,lrvCJnL7FO4,Are the DJI Goggles 2 Compatible with Air Unit & Vista,https://i.ytimg.com/vi/lrvCJnL7FO4/hqdefault.jpg,10210,Darren Allatt,6119.3125
924,eGLuJGFzHBo,Truth about DJI FPV V2 Goggles,https://i.ytimg.com/vi/eGLuJGFzHBo/hqdefault.jpg,8854,Darren Allatt,6119.3125
925,3hwZTGZC4B0,Can You Tell The Difference? BLIND TESTING DJI O3 vs GoPro 11!,https://i.ytimg.com/vi/3hwZTGZC4B0/hqdefault.jpg,7642,Darren Allatt,6119.3125
926,XxaEotXuDSg,"Tiny Powerhouse, THIS 1S Freestyle Drone Packs a Punch!",https://i.ytimg.com/vi/XxaEotXuDSg/hqdefault.jpg,6565,Darren Allatt,6119.3125
927,c_SIDk6TW_k,How to Flash & Bind BetaFPV 1S ExpressLRS AIO | ExpressLRS V1,https://i.ytimg.com/vi/c_SIDk6TW_k/hqdefault.jpg,5192,Darren Allatt,6119.3125
928,rGUxVsbSl2c,Learn How To Solder for FPV,https://i.ytimg.com/vi/rGUxVsbSl2c/hqdefault.jpg,4436,Darren Allatt,6119.3125
929,lzaAQzFUBI8,Ignoring This DESTROY'S Your LiPo's!,https://i.ytimg.com/vi/lzaAQzFUBI8/hqdefault.jpg,3791,Darren Allatt,6119.3125
930,-EZTgSA5IUA,Pew Pew Pew Go The Drones,https://i.ytimg.com/vi/-EZTgSA5IUA/hqdefault.jpg,3303,Darren Allatt,6119.3125
931,SzWoRSrmI4g,THIS Happened 🦅While Flying FPV,https://i.ytimg.com/vi/SzWoRSrmI4g/hqdefault.jpg,2894,Darren Allatt,6119.3125
932,UdZw8uGjZ5k,Keep It Simple Stupid AIO,https://i.ytimg.com/vi/UdZw8uGjZ5k/hqdefault.jpg,2530,Darren Allatt,6119.3125
933,QfS4OnNGo8g,Just slap on 3.5” props!,https://i.ytimg.com/vi/QfS4OnNGo8g/hqdefault.jpg,1931,Darren Allatt,6119.3125
934,_-bCLTM8pS0,Hot To Setup ExpressLRS Transmitter In Under 5 Minutes,https://i.ytimg.com/vi/_-bCLTM8pS0/hqdefault.jpg,1560,Darren Allatt,6119.3125
935,MRs4pbueVvY,Every FPV Pilot Needs This In Their Bag!,https://i.ytimg.com/vi/MRs4pbueVvY/hqdefault.jpg,1351,Darren Allatt,6119.3125
936,lmeKOZGuPm8,Watch This Drone Take Off Like a Rocket! 😱,https://i.ytimg.com/vi/lmeKOZGuPm8/hqdefault.jpg,1012,Darren Allatt,6119.3125
937,hjctllD-xXU,Sharkbyte - Is this is the future of FPV Racing?,https://i.ytimg.com/vi/hjctllD-xXU/hqdefault.jpg,694,Darren Allatt,6119.3125
938,UbGv0PMUESw,"Building a 2.5"" Shark Byte ripper! GepRC Phantom HD",https://i.ytimg.com/vi/UbGv0PMUESw/hqdefault.jpg,313,Darren Allatt,6119.3125
939,Jo4zBfV20YI,Test,https://i.ytimg.com/vi/Jo4zBfV20YI/hqdefault.jpg,2,Darren Allatt,6119.3125
940,YiTcDprj4vE,63 Best Tech Gadgets Mid 2023 On Amazon,https://i.ytimg.com/vi/YiTcDprj4vE/hqdefault.jpg,404452,Future Lists Tech Gadgets,20236.27868852459
941,ZHNTkEitdco,54 Best Tech Gadgets 2023 on Amazon and Concepts,https://i.ytimg.com/vi/ZHNTkEitdco/hqdefault.jpg,70435,Future Lists Tech Gadgets,20236.27868852459
942,mqVJlO8aPjc,52 Best Tech Gadgets 2023 on Amazon,https://i.ytimg.com/vi/mqVJlO8aPjc/hqdefault.jpg,34320,Future Lists Tech Gadgets,20236.27868852459
943,aWwzADZIVQQ,9 Incredible Tech Gadgets 2022 That You Will Want To Buy on Amazon,https://i.ytimg.com/vi/aWwzADZIVQQ/hqdefault.jpg,24812,Future Lists Tech Gadgets,20236.27868852459
944,lDklt6Uu06U,44 Best Tech Gadgets 2023 on Amazon and Concepts,https://i.ytimg.com/vi/lDklt6Uu06U/hqdefault.jpg,16769,Future Lists Tech Gadgets,20236.27868852459
945,untdSfmhiWo,8 Amazing Gadgets 2022 | You Must Have,https://i.ytimg.com/vi/untdSfmhiWo/hqdefault.jpg,12921,Future Lists Tech Gadgets,20236.27868852459
946,vm6_6z-TCBA,New Crazy Tech Gadgets and Inventions 2022 #Shorts,https://i.ytimg.com/vi/vm6_6z-TCBA/hqdefault.jpg,11654,Future Lists Tech Gadgets,20236.27868852459
947,eJS7BJhiyuo,9 Cool New Gadgets 2022 | You Must Have,https://i.ytimg.com/vi/eJS7BJhiyuo/hqdefault.jpg,8617,Future Lists Tech Gadgets,20236.27868852459
948,14fSqH6NZjA,9 Cool Gadgets You Can Actually Buy Now,https://i.ytimg.com/vi/14fSqH6NZjA/hqdefault.jpg,6627,Future Lists Tech Gadgets,20236.27868852459
949,u1B776VoM1w,BEST Robots Of The Future Amazing Inventions 2019 2020,https://i.ytimg.com/vi/u1B776VoM1w/hqdefault.jpg,5113,Future Lists Tech Gadgets,20236.27868852459
950,pA5Ib5FNQ3A,9 BEST Outdoor Gadgets For Your Next Outdoor Adventure,https://i.ytimg.com/vi/pA5Ib5FNQ3A/hqdefault.jpg,3588,Future Lists Tech Gadgets,20236.27868852459
951,JbFCpobWp1I,Top 10 AMAZING Inventions and Latest Gadgets You Must Have,https://i.ytimg.com/vi/JbFCpobWp1I/hqdefault.jpg,2615,Future Lists Tech Gadgets,20236.27868852459
952,tIJZZtotEBM,Top 10 AWESOME Gadgets You Must Have,https://i.ytimg.com/vi/tIJZZtotEBM/hqdefault.jpg,2227,Future Lists Tech Gadgets,20236.27868852459
953,SAx2-SgbC9w,UNIQUE Inventions Everyone Would Like To Have #3,https://i.ytimg.com/vi/SAx2-SgbC9w/hqdefault.jpg,2047,Future Lists Tech Gadgets,20236.27868852459
954,dCxnao6bYZE,Amazing Gadgets 3D Scanner Printer Laser cutter,https://i.ytimg.com/vi/dCxnao6bYZE/hqdefault.jpg,1662,Future Lists Tech Gadgets,20236.27868852459
955,5Eo4mk8Wgdc,8 INCREDIBLE INVENTIONS THAT WILL BLOW YOUR MIND ON AMAZON,https://i.ytimg.com/vi/5Eo4mk8Wgdc/hqdefault.jpg,1330,Future Lists Tech Gadgets,20236.27868852459
956,koI2aKxrQnw,8 COOL GADGETS YOU HAVEN'T SEEN BEFORE,https://i.ytimg.com/vi/koI2aKxrQnw/hqdefault.jpg,900,Future Lists Tech Gadgets,20236.27868852459
957,nIy8R5OI28o,Segway SuperScooter GT New Tech Gadget #shorts,https://i.ytimg.com/vi/nIy8R5OI28o/hqdefault.jpg,535,Future Lists Tech Gadgets,20236.27868852459
958,MyRFvD_sKcw,M3 Laser Cool Tech #shorts,https://i.ytimg.com/vi/MyRFvD_sKcw/hqdefault.jpg,259,Future Lists Tech Gadgets,20236.27868852459
959,YXZ7KdGxooU,Usmile F1 Cool Tech Gadget #shorts,https://i.ytimg.com/vi/YXZ7KdGxooU/hqdefault.jpg,91,Future Lists Tech Gadgets,20236.27868852459
960,oVDWyKny_DI,Revopoint POP 2 3D Scanner:  Precise 3D Scanner with up to REAL 0.05mm Accuracy,https://i.ytimg.com/vi/oVDWyKny_DI/hqdefault.jpg,74806,Revopoint 3D,3861.847328244274
961,ETYhGA9vAoE,Revo Studio Tutorial for All Revopoint 3D Scanners,https://i.ytimg.com/vi/ETYhGA9vAoE/hqdefault.jpg,13283,Revopoint 3D,3861.847328244274
962,-W6PEaFQTvI,How to use the Dual axis Turntable | Revopoint 3D Scanner,https://i.ytimg.com/vi/-W6PEaFQTvI/hqdefault.jpg,7784,Revopoint 3D,3861.847328244274
963,npBIxmc7dLw,Revo Scan 5- Update? Remake! | Revopoint 3D Scanner,https://i.ytimg.com/vi/npBIxmc7dLw/hqdefault.jpg,5001,Revopoint 3D,3861.847328244274
964,XEvvkHdPVeo,Full Body 3D Scanning & Editing with Revo Scan 5 | Revopoint 3D Scanner & PUTV Tips,https://i.ytimg.com/vi/XEvvkHdPVeo/hqdefault.jpg,3703,Revopoint 3D,3861.847328244274
965,qlYGZMsNisk,Unboxing the latest Revopoint POP 2 3D Scanner Premium Package,https://i.ytimg.com/vi/qlYGZMsNisk/hqdefault.jpg,3002,Revopoint 3D,3861.847328244274
966,rYvIKWVaZtQ,Revopoint MINI 3D Scanner:  Scan a Racecar Cylinder Head | Reverse Engineering,https://i.ytimg.com/vi/rYvIKWVaZtQ/hqdefault.jpg,2501,Revopoint 3D,3861.847328244274
967,pSeEUdvWYxY,BANG! Accuracy UP to 0.02mm -- Revopoint MINI 3D Scanner,https://i.ytimg.com/vi/pSeEUdvWYxY/hqdefault.jpg,1890,Revopoint 3D,3861.847328244274
968,NA6qffcFUp4,Secret Scans Revealed,https://i.ytimg.com/vi/NA6qffcFUp4/hqdefault.jpg,1742,Revopoint 3D,3861.847328244274
969,65HKaiXwFXs,Cactus Dull Scanning by Revopoint POP 2 3D Scanner,https://i.ytimg.com/vi/65HKaiXwFXs/hqdefault.jpg,1453,Revopoint 3D,3861.847328244274
970,Ie5Pw2BLy1Y,Revopoint POP 2 3D Scanner: Scan a thin and black object,https://i.ytimg.com/vi/Ie5Pw2BLy1Y/hqdefault.jpg,1279,Revopoint 3D,3861.847328244274
971,OGe8nyO5_6Q,3D Scan a Can - Revopoint POP 3 3D Scanner #shorts,https://i.ytimg.com/vi/OGe8nyO5_6Q/hqdefault.jpg,1182,Revopoint 3D,3861.847328244274
972,4E0_pR3IHiE,Revopoint MINI 3D Scanner: Scan a miniature,https://i.ytimg.com/vi/4E0_pR3IHiE/hqdefault.jpg,1057,Revopoint 3D,3861.847328244274
973,o5xuvAsWU84,Revopoint INSPIRE 3D Scanner: Pocket-sized Power | Coming soon on #kickstarter,https://i.ytimg.com/vi/o5xuvAsWU84/hqdefault.jpg,877,Revopoint 3D,3861.847328244274
974,rfDvkfROcvw,Scan Your Clothes in Style with Revopoint POP 3 3D Scanner!#shorts,https://i.ytimg.com/vi/rfDvkfROcvw/hqdefault.jpg,797,Revopoint 3D,3861.847328244274
975,__TMQEmHay0,Revopoint POP 2 3D Scanner Accuracy: Pterosaur Fossil 3D scan,https://i.ytimg.com/vi/__TMQEmHay0/hqdefault.jpg,743,Revopoint 3D,3861.847328244274
976,-KnUCtQ3KOA,Revopoint RANGE 3D Scanner: Scanning a Burnt Log #shorts,https://i.ytimg.com/vi/-KnUCtQ3KOA/hqdefault.jpg,642,Revopoint 3D,3861.847328244274
977,5fEDHVyclaY,Scan a Whole Tire With One Simple Trick | Revopoint RANGE 3D Scanner,https://i.ytimg.com/vi/5fEDHVyclaY/hqdefault.jpg,498,Revopoint 3D,3861.847328244274
978,gvLHAz3ERNk,Revopoint 3D Scanner Christmas POP 2 3D models in AR application! 🎬🤩,https://i.ytimg.com/vi/gvLHAz3ERNk/hqdefault.jpg,423,Revopoint 3D,3861.847328244274
979,eLWdrlMT5Hg,Revopoint INSPIRE 3D Scanner: Your 3D Modeling Powerhouse!,https://i.ytimg.com/vi/eLWdrlMT5Hg/hqdefault.jpg,114,Revopoint 3D,3861.847328244274
980,tKujQ9ziNMU,Elon Musk's Fears of Longevity (& What It Means for the Future),https://i.ytimg.com/vi/tKujQ9ziNMU/hqdefault.jpg,27238,Lifespan News,1968.0981308411212
981,xOHHfTOOHQ8,Resveratrol Controversy Update! Drs. Stanfield & Brenner Respond,https://i.ytimg.com/vi/xOHHfTOOHQ8/hqdefault.jpg,7056,Lifespan News,1968.0981308411212
982,Ip4tyG4YgZU,How did Johnny Depp age?,https://i.ytimg.com/vi/Ip4tyG4YgZU/hqdefault.jpg,3434,Lifespan News,1968.0981308411212
983,5fF7HKkv4vk,Longevity Benefits of Vitamin D - Supplements Linked to Slower Epigenetic Aging,https://i.ytimg.com/vi/5fF7HKkv4vk/hqdefault.jpg,2971,Lifespan News,1968.0981308411212
984,4kVESol6fDY,A drug for Alzheimer's in dogs (X10 #Shorts),https://i.ytimg.com/vi/4kVESol6fDY/hqdefault.jpg,2473,Lifespan News,1968.0981308411212
985,qN1Fbp9crvM,3 reasons why people don't care about curing aging,https://i.ytimg.com/vi/qN1Fbp9crvM/hqdefault.jpg,2027,Lifespan News,1968.0981308411212
986,BnWkt7oRyQ4,$26 Million to Solve Aging? Crypto-boosted Impetus Grants Launch!,https://i.ytimg.com/vi/BnWkt7oRyQ4/hqdefault.jpg,1713,Lifespan News,1968.0981308411212
987,Mz01412xu54,Can Quantum Computers Crack Aging? | Lifespan News,https://i.ytimg.com/vi/Mz01412xu54/hqdefault.jpg,1563,Lifespan News,1968.0981308411212
988,UcLbHHV4Tr0,The Left and Right Agree - Smash Aging! Here's How.,https://i.ytimg.com/vi/UcLbHHV4Tr0/hqdefault.jpg,1286,Lifespan News,1968.0981308411212
989,1Kb8QQsUmuQ,It's Spreading. New Paths for Longevity Messaging,https://i.ytimg.com/vi/1Kb8QQsUmuQ/hqdefault.jpg,1150,Lifespan News,1968.0981308411212
990,9kGmDRQMe4A,How the tangles in your DNA make you age,https://i.ytimg.com/vi/9kGmDRQMe4A/hqdefault.jpg,1034,Lifespan News,1968.0981308411212
991,4JnjR3DnLzI,Binary Clock Predicts Biological Age | Lifespan News,https://i.ytimg.com/vi/4JnjR3DnLzI/hqdefault.jpg,920,Lifespan News,1968.0981308411212
992,X2slR-BrPUs,Parasitic Worm Infestation for Longevity | Lifespan News,https://i.ytimg.com/vi/X2slR-BrPUs/hqdefault.jpg,783,Lifespan News,1968.0981308411212
993,YIUkACtQkQs,Near-future technologies to support a larger population (Overpopulation ep. 4),https://i.ytimg.com/vi/YIUkACtQkQs/hqdefault.jpg,675,Lifespan News,1968.0981308411212
994,NJ0W_YqPV3w,The library in your cells,https://i.ytimg.com/vi/NJ0W_YqPV3w/hqdefault.jpg,577,Lifespan News,1968.0981308411212
995,hjSdefYiNAY,We Might Only Drive Because We Die #Shorts,https://i.ytimg.com/vi/hjSdefYiNAY/hqdefault.jpg,494,Lifespan News,1968.0981308411212
