,vidid,title,tmblink,views,channelName,meanVpV
855,fxg-Tn_B2-s,Mini Robot Friend | Robot,https://i.ytimg.com/vi/fxg-Tn_B2-s/hqdefault.jpg,971,Engineering Think it Simple,29282.658333333333
856,PooQM2OLC8M,Diode (1N4007) electrical parameters Measurements.,https://i.ytimg.com/vi/PooQM2OLC8M/hqdefault.jpg,736,Engineering Think it Simple,29282.658333333333
857,GHxpeTUyosY,Force Sensor without Arduino | DIY Force sensor Meter with Bar-Graph LED Display,https://i.ytimg.com/vi/GHxpeTUyosY/hqdefault.jpg,376,Engineering Think it Simple,29282.658333333333
858,r4lI768qfBs,Unboxing the ultimate 2000X Zoom LinkMicro 249S Digital Microscope,https://i.ytimg.com/vi/r4lI768qfBs/hqdefault.jpg,274,Engineering Think it Simple,29282.658333333333
859,3J4MCQMPR8A,How Ultrasound Machine Works,https://i.ytimg.com/vi/3J4MCQMPR8A/hqdefault.jpg,125,Engineering Think it Simple,29282.658333333333
860,GmdwQXdrLjM,How to Remove Malware on iPhone and Android | Cyberguy,https://i.ytimg.com/vi/GmdwQXdrLjM/hqdefault.jpg,1494777,KurttheCyberGuy,5287.874617737003
861,qxQZrWBio6A,A moment with Tim Cook at the Apple Event | Kurt the CyberGuy,https://i.ytimg.com/vi/qxQZrWBio6A/hqdefault.jpg,2300,KurttheCyberGuy,5287.874617737003
862,us20BkYYoSo,How to tell if your phone has been hacked | Kurt the CyberGuy,https://i.ytimg.com/vi/us20BkYYoSo/hqdefault.jpg,1092,KurttheCyberGuy,5287.874617737003
863,L9tCrVKll6Q,Unboxed: #iPadPro - Did the iPad Pro Just Kill Off Notebooks?,https://i.ytimg.com/vi/L9tCrVKll6Q/hqdefault.jpg,649,KurttheCyberGuy,5287.874617737003
864,a6cepxKxNK8,Get my free CyberGuy Tech Newsletter | Kurt the CyberGuy,https://i.ytimg.com/vi/a6cepxKxNK8/hqdefault.jpg,479,KurttheCyberGuy,5287.874617737003
865,Xqbm3EAlOSw,[EP #12] Best Senior Tech and Caring Tools | CyberGuy,https://i.ytimg.com/vi/Xqbm3EAlOSw/hqdefault.jpg,368,KurttheCyberGuy,5287.874617737003
866,hNZd1obueXs,Beware of the 'say yes' phone scam | Kurt the CyberGuy,https://i.ytimg.com/vi/hNZd1obueXs/hqdefault.jpg,277,KurttheCyberGuy,5287.874617737003
867,Dh00NQVcaow,How to fight back against online scammers targeting businesses | CyberGuy,https://i.ytimg.com/vi/Dh00NQVcaow/hqdefault.jpg,235,KurttheCyberGuy,5287.874617737003
868,vCNfj24mSQs,Revolutionary delivery drone could be dropping a package at your home | Kurt the CyberGuy,https://i.ytimg.com/vi/vCNfj24mSQs/hqdefault.jpg,201,KurttheCyberGuy,5287.874617737003
869,25JBSbTE7vY,The dark side of Venmo and how to stay safe | Kurt the CyberGuy,https://i.ytimg.com/vi/25JBSbTE7vY/hqdefault.jpg,170,KurttheCyberGuy,5287.874617737003
870,i-W948ywBzw,How to quickly cut out an image from the background on iOS16 | Kurt the CyberGuy,https://i.ytimg.com/vi/i-W948ywBzw/hqdefault.jpg,144,KurttheCyberGuy,5287.874617737003
871,B4oA66qJ3Rc,Why does my iPhone screen keep dimming by itself? | Kurt the CyberGuy,https://i.ytimg.com/vi/B4oA66qJ3Rc/hqdefault.jpg,122,KurttheCyberGuy,5287.874617737003
872,AhhLFGBlCZM,Top tech for your summer road trip | Kurt the CyberGuy,https://i.ytimg.com/vi/AhhLFGBlCZM/hqdefault.jpg,108,KurttheCyberGuy,5287.874617737003
873,GRzJXx-wSa8,"Apple’s back with newest iPhone 14 line, Apple Watch Ultra, AirPods Pro | Kurt the CyberGuy",https://i.ytimg.com/vi/GRzJXx-wSa8/hqdefault.jpg,91,KurttheCyberGuy,5287.874617737003
874,nidEMalqRkQ,6 tips to speed up your email and downloads | Kurt the CyberGuy,https://i.ytimg.com/vi/nidEMalqRkQ/hqdefault.jpg,82,KurttheCyberGuy,5287.874617737003
875,2h1ISh6gUNE,How to stop distractions with iPhone's focus modes | Kurt the CyberGuy,https://i.ytimg.com/vi/2h1ISh6gUNE/hqdefault.jpg,68,KurttheCyberGuy,5287.874617737003
876,Lbm3e8sedKU,How to schedule an email to send later in iOS16 | Kurt the CyberGuy,https://i.ytimg.com/vi/Lbm3e8sedKU/hqdefault.jpg,56,KurttheCyberGuy,5287.874617737003
877,_5bnBdqW_XQ,My favorite Apple Watch style,https://i.ytimg.com/vi/_5bnBdqW_XQ/hqdefault.jpg,46,KurttheCyberGuy,5287.874617737003
878,PnPpzr9mp7I,How to FaceTime on Android devices | Kurt the CyberGuy,https://i.ytimg.com/vi/PnPpzr9mp7I/hqdefault.jpg,29,KurttheCyberGuy,5287.874617737003
879,_pKmXJRPGkc,How to change the font on your iPhone | Kurt the CyberGuy,https://i.ytimg.com/vi/_pKmXJRPGkc/hqdefault.jpg,10,KurttheCyberGuy,5287.874617737003
880,J2hYeIlftRs,Redmi Note 11 and 11 Pro Unbox review camera test,https://i.ytimg.com/vi/J2hYeIlftRs/hqdefault.jpg,490827,Cymye Midori,13093.587301587302
881,-hxhhQ1Yo54,OPPO Reno 7 Pro Unboxing and Hands-on [ENGLISH],https://i.ytimg.com/vi/-hxhhQ1Yo54/hqdefault.jpg,38874,Cymye Midori,13093.587301587302
882,DtWCMx0JTvs,Redmi Note 11T pro  - Great Specs with affordable price [ENGLISH],https://i.ytimg.com/vi/DtWCMx0JTvs/hqdefault.jpg,19698,Cymye Midori,13093.587301587302
883,LMTmBhpIPMg,Xiaomi 12 Lite - Glow Selfies! [ENGLISH],https://i.ytimg.com/vi/LMTmBhpIPMg/hqdefault.jpg,12598,Cymye Midori,13093.587301587302
884,k76Z0Pe3sPw,Xiaomi watch S1 - Premium! Everything you need,https://i.ytimg.com/vi/k76Z0Pe3sPw/hqdefault.jpg,9428,Cymye Midori,13093.587301587302
885,yyxpTpj1cGs,Redmi Smart Band 2 - Better than Xiaomi Mi band 7.,https://i.ytimg.com/vi/yyxpTpj1cGs/hqdefault.jpg,7506,Cymye Midori,13093.587301587302
886,ovhTZ_xD-Tc,Oppo Find N Better than Samsung?? Oppo First Foldable phone,https://i.ytimg.com/vi/ovhTZ_xD-Tc/hqdefault.jpg,6399,Cymye Midori,13093.587301587302
887,sZ6pzK_PuOs,Xiaomi 13 Ultra vs Iphone vs 14 pro vs galaxy S23 ultra  - Camera test [ENGLISH],https://i.ytimg.com/vi/sZ6pzK_PuOs/hqdefault.jpg,4697,Cymye Midori,13093.587301587302
888,pptBk3rv9ac,Poco F4 GT #Shorts,https://i.ytimg.com/vi/pptBk3rv9ac/hqdefault.jpg,3159,Cymye Midori,13093.587301587302
889,PF7n-OeeGRA,DIGITAL PLASTIC SURGERY!! Xiaomi Civi 3 [English],https://i.ytimg.com/vi/PF7n-OeeGRA/hqdefault.jpg,2785,Cymye Midori,13093.587301587302
890,KYmsBoO2GDA,Explo C1 VR Glasses Game Screen ANYWHERE!!! EASY to CONNECT,https://i.ytimg.com/vi/KYmsBoO2GDA/hqdefault.jpg,2051,Cymye Midori,13093.587301587302
891,5HScI4dvFq8,HUAWEI P50 Pocket Hands On - Perfect size,https://i.ytimg.com/vi/5HScI4dvFq8/hqdefault.jpg,1670,Cymye Midori,13093.587301587302
892,D8Y3VZUJVRI,Poco Buds Pro Genshin Impact Special Edition Klee [ENGLISH],https://i.ytimg.com/vi/D8Y3VZUJVRI/hqdefault.jpg,1430,Cymye Midori,13093.587301587302
893,6v1VwFC6MdI,Vivo X Note   Giant 7 inches but is it good,https://i.ytimg.com/vi/6v1VwFC6MdI/hqdefault.jpg,1160,Cymye Midori,13093.587301587302
894,nsfF5H317fM,Xiaomi Civi 1S - THE PERFECT SELFIES PHONE,https://i.ytimg.com/vi/nsfF5H317fM/hqdefault.jpg,928,Cymye Midori,13093.587301587302
895,8Iyz1Wgc8js,Poco M4 pro vs Poco X3 pro vs Iphone 13 pro CAMERA TEST [ENGLISH],https://i.ytimg.com/vi/8Iyz1Wgc8js/hqdefault.jpg,770,Cymye Midori,13093.587301587302
896,avRH5SXCXxw,Redmi Note 11 Pro+ 5g  ⚡️⚡️ First with 120w Hyper charger,https://i.ytimg.com/vi/avRH5SXCXxw/hqdefault.jpg,567,Cymye Midori,13093.587301587302
897,yz2zHQ0wu98,Cavdle WasteCycler Review - First composter with tilted design and transparent lid,https://i.ytimg.com/vi/yz2zHQ0wu98/hqdefault.jpg,508,Cymye Midori,13093.587301587302
898,YbtaCnc6Ibw,Poco F4 It is BACK even BETTER!,https://i.ytimg.com/vi/YbtaCnc6Ibw/hqdefault.jpg,402,Cymye Midori,13093.587301587302
899,Al0uoi-th50,🔥🔥IT IS COMING! XIAOMI🔥🔥#Shorts,https://i.ytimg.com/vi/Al0uoi-th50/hqdefault.jpg,174,Cymye Midori,13093.587301587302
900,CIKAy8_cwfI,Introducing MinION Mk1C,https://i.ytimg.com/vi/CIKAy8_cwfI/hqdefault.jpg,574216,Oxford Nanopore Technologies,2930.5831234256925
901,3r_8LwmSF-A,Matthew Keller│Direct RNA sequencing of Influenza viral RNA using the MinION nanopore sequencer,https://i.ytimg.com/vi/3r_8LwmSF-A/hqdefault.jpg,2645,Oxford Nanopore Technologies,2930.5831234256925
902,Wi5x5pbRMWQ,LRA: a long read aligner for sequences and assembly contigs,https://i.ytimg.com/vi/Wi5x5pbRMWQ/hqdefault.jpg,1307,Oxford Nanopore Technologies,2930.5831234256925
903,vkAz7RsfLcU,Kishwar Shafin - Accurate variant calling and de novo assembly with nanopore reads,https://i.ytimg.com/vi/vkAz7RsfLcU/hqdefault.jpg,738,Oxford Nanopore Technologies,2930.5831234256925
904,AGRYrFkGa60,Luna Djirackor - Demonstrating potential for rapid tumour profiling during open brain surgery,https://i.ytimg.com/vi/AGRYrFkGa60/hqdefault.jpg,534,Oxford Nanopore Technologies,2930.5831234256925
905,41KCcna1TVg,Johanna Rhodes | Nanopore Sequencing of a Pathogenic Fungi Outbreak in a UK Hospital,https://i.ytimg.com/vi/41KCcna1TVg/hqdefault.jpg,440,Oxford Nanopore Technologies,2930.5831234256925
906,BI4EO6uWAkA,Single-cell long-read RNA sequencing reveals complex heterogeneity in leukaemia,https://i.ytimg.com/vi/BI4EO6uWAkA/hqdefault.jpg,360,Oxford Nanopore Technologies,2930.5831234256925
907,mnrk_5NhQUQ,Advances in basecalling research and development,https://i.ytimg.com/vi/mnrk_5NhQUQ/hqdefault.jpg,292,Oxford Nanopore Technologies,2930.5831234256925
908,Noae9UnQ9Ps,Intawat Nookaew│Transcriptional Landscapes analysis through direct RNA sequencing,https://i.ytimg.com/vi/Noae9UnQ9Ps/hqdefault.jpg,245,Oxford Nanopore Technologies,2930.5831234256925
909,Ohujk17Og2A,Retroviral invasion of the koala genome | Rachael Tarlinton,https://i.ytimg.com/vi/Ohujk17Og2A/hqdefault.jpg,214,Oxford Nanopore Technologies,2930.5831234256925
910,zCjLY2dWxBg,Genome-wide single-molecule analysis of DNA methylation reveals heterogeneous patterns,https://i.ytimg.com/vi/zCjLY2dWxBg/hqdefault.jpg,187,Oxford Nanopore Technologies,2930.5831234256925
911,bIPfE3thXBc,"Leveraging Nextflow for the analysis of anything, anywhere, by anyone",https://i.ytimg.com/vi/bIPfE3thXBc/hqdefault.jpg,165,Oxford Nanopore Technologies,2930.5831234256925
912,MvOTATcgfQ0,SARS-CoV-2 outbreak investigation: from sample to response in a day,https://i.ytimg.com/vi/MvOTATcgfQ0/hqdefault.jpg,143,Oxford Nanopore Technologies,2930.5831234256925
913,r2XEmVLhu0c,Karine Choquet: Direct RNA sequencing reveals multi-intron splicing order and poly(A) tail lengths,https://i.ytimg.com/vi/r2XEmVLhu0c/hqdefault.jpg,124,Oxford Nanopore Technologies,2930.5831234256925
914,h5p-zZsM9RM,Rajesh Pandey: Genomic surveillance for future pandemic preparedness,https://i.ytimg.com/vi/h5p-zZsM9RM/hqdefault.jpg,107,Oxford Nanopore Technologies,2930.5831234256925
915,cwmjug_haE8,Rare disease research panel Q&A at London Calling 2023,https://i.ytimg.com/vi/cwmjug_haE8/hqdefault.jpg,95,Oxford Nanopore Technologies,2930.5831234256925
916,XsHJvtR5rvU,Sarah Statt: Nanopore sequencing deepens analysis and simplifies workflows for carrier screening,https://i.ytimg.com/vi/XsHJvtR5rvU/hqdefault.jpg,83,Oxford Nanopore Technologies,2930.5831234256925
917,o2iGQv9OPYw,Natalie Ring: Rapid identification of veterinary pathogens,https://i.ytimg.com/vi/o2iGQv9OPYw/hqdefault.jpg,69,Oxford Nanopore Technologies,2930.5831234256925
918,mKThW_qShW0,The median is the message,https://i.ytimg.com/vi/mKThW_qShW0/hqdefault.jpg,54,Oxford Nanopore Technologies,2930.5831234256925
919,Fwt5k-mZN48,London Calling 2019: more from the floor,https://i.ytimg.com/vi/Fwt5k-mZN48/hqdefault.jpg,25,Oxford Nanopore Technologies,2930.5831234256925
920,uHCS8kgGjQI,"I Raced with a 5""  Freestyle Drone | #fpv #drones",https://i.ytimg.com/vi/uHCS8kgGjQI/hqdefault.jpg,60381,Darren Allatt,6119.3125
921,T5Ibjem5LHU,How To Setup TX16S Mk2 ExpressLRS In Under 5 Minutes,https://i.ytimg.com/vi/T5Ibjem5LHU/hqdefault.jpg,22510,Darren Allatt,6119.3125
922,PxnGZ7WF754,"$190 FPV Drone Build, Here Is How I Did It👍🏼 or 🔥- #drone #fpv #shorts",https://i.ytimg.com/vi/PxnGZ7WF754/hqdefault.jpg,12624,Darren Allatt,6119.3125
923,lrvCJnL7FO4,Are the DJI Goggles 2 Compatible with Air Unit & Vista,https://i.ytimg.com/vi/lrvCJnL7FO4/hqdefault.jpg,10210,Darren Allatt,6119.3125
924,41SuPLUN-jQ,Building A Drone... Using Only AliExpress,https://i.ytimg.com/vi/41SuPLUN-jQ/hqdefault.jpg,8911,Darren Allatt,6119.3125
925,3hwZTGZC4B0,Can You Tell The Difference? BLIND TESTING DJI O3 vs GoPro 11!,https://i.ytimg.com/vi/3hwZTGZC4B0/hqdefault.jpg,7705,Darren Allatt,6119.3125
926,XxaEotXuDSg,"Tiny Powerhouse, THIS 1S Freestyle Drone Packs a Punch!",https://i.ytimg.com/vi/XxaEotXuDSg/hqdefault.jpg,6568,Darren Allatt,6119.3125
927,c_SIDk6TW_k,How to Flash & Bind BetaFPV 1S ExpressLRS AIO | ExpressLRS V1,https://i.ytimg.com/vi/c_SIDk6TW_k/hqdefault.jpg,5203,Darren Allatt,6119.3125
928,rGUxVsbSl2c,Learn How To Solder for FPV,https://i.ytimg.com/vi/rGUxVsbSl2c/hqdefault.jpg,4526,Darren Allatt,6119.3125
929,lzaAQzFUBI8,Ignoring This DESTROY'S Your LiPo's!,https://i.ytimg.com/vi/lzaAQzFUBI8/hqdefault.jpg,3798,Darren Allatt,6119.3125
930,-EZTgSA5IUA,Pew Pew Pew Go The Drones,https://i.ytimg.com/vi/-EZTgSA5IUA/hqdefault.jpg,3303,Darren Allatt,6119.3125
931,SzWoRSrmI4g,THIS Happened 🦅While Flying FPV,https://i.ytimg.com/vi/SzWoRSrmI4g/hqdefault.jpg,2907,Darren Allatt,6119.3125
932,UdZw8uGjZ5k,Keep It Simple Stupid AIO,https://i.ytimg.com/vi/UdZw8uGjZ5k/hqdefault.jpg,2530,Darren Allatt,6119.3125
933,QfS4OnNGo8g,Just slap on 3.5” props!,https://i.ytimg.com/vi/QfS4OnNGo8g/hqdefault.jpg,1933,Darren Allatt,6119.3125
934,_-bCLTM8pS0,Hot To Setup ExpressLRS Transmitter In Under 5 Minutes,https://i.ytimg.com/vi/_-bCLTM8pS0/hqdefault.jpg,1576,Darren Allatt,6119.3125
935,TcPM9bEW0c0,HD-Zero's New Video Transmitter For Racing,https://i.ytimg.com/vi/TcPM9bEW0c0/hqdefault.jpg,1351,Darren Allatt,6119.3125
936,lmeKOZGuPm8,Watch This Drone Take Off Like a Rocket! 😱,https://i.ytimg.com/vi/lmeKOZGuPm8/hqdefault.jpg,1016,Darren Allatt,6119.3125
937,hjctllD-xXU,Sharkbyte - Is this is the future of FPV Racing?,https://i.ytimg.com/vi/hjctllD-xXU/hqdefault.jpg,694,Darren Allatt,6119.3125
938,UbGv0PMUESw,"Building a 2.5"" Shark Byte ripper! GepRC Phantom HD",https://i.ytimg.com/vi/UbGv0PMUESw/hqdefault.jpg,313,Darren Allatt,6119.3125
939,Jo4zBfV20YI,Test,https://i.ytimg.com/vi/Jo4zBfV20YI/hqdefault.jpg,2,Darren Allatt,6119.3125
940,YiTcDprj4vE,63 Best Tech Gadgets Mid 2023 On Amazon,https://i.ytimg.com/vi/YiTcDprj4vE/hqdefault.jpg,405950,Future Lists Tech Gadgets,20236.27868852459
941,BkQSMB3h_bY,59 Best Tech Gadgets Mid May 2023 on Amazon,https://i.ytimg.com/vi/BkQSMB3h_bY/hqdefault.jpg,74030,Future Lists Tech Gadgets,20236.27868852459
942,mqVJlO8aPjc,52 Best Tech Gadgets 2023 on Amazon,https://i.ytimg.com/vi/mqVJlO8aPjc/hqdefault.jpg,34403,Future Lists Tech Gadgets,20236.27868852459
943,aWwzADZIVQQ,9 Incredible Tech Gadgets 2022 That You Will Want To Buy on Amazon,https://i.ytimg.com/vi/aWwzADZIVQQ/hqdefault.jpg,24816,Future Lists Tech Gadgets,20236.27868852459
944,lDklt6Uu06U,44 Best Tech Gadgets 2023 on Amazon and Concepts,https://i.ytimg.com/vi/lDklt6Uu06U/hqdefault.jpg,16818,Future Lists Tech Gadgets,20236.27868852459
945,WQUDTCVMnHY,30 Best Tech Gadgets Start 2023 On Amazon,https://i.ytimg.com/vi/WQUDTCVMnHY/hqdefault.jpg,12976,Future Lists Tech Gadgets,20236.27868852459
946,vm6_6z-TCBA,New Crazy Tech Gadgets and Inventions 2022 #Shorts,https://i.ytimg.com/vi/vm6_6z-TCBA/hqdefault.jpg,11654,Future Lists Tech Gadgets,20236.27868852459
947,eJS7BJhiyuo,9 Cool New Gadgets 2022 | You Must Have,https://i.ytimg.com/vi/eJS7BJhiyuo/hqdefault.jpg,8617,Future Lists Tech Gadgets,20236.27868852459
948,14fSqH6NZjA,9 Cool Gadgets You Can Actually Buy Now,https://i.ytimg.com/vi/14fSqH6NZjA/hqdefault.jpg,6629,Future Lists Tech Gadgets,20236.27868852459
949,u1B776VoM1w,BEST Robots Of The Future Amazing Inventions 2019 2020,https://i.ytimg.com/vi/u1B776VoM1w/hqdefault.jpg,5113,Future Lists Tech Gadgets,20236.27868852459
950,pA5Ib5FNQ3A,9 BEST Outdoor Gadgets For Your Next Outdoor Adventure,https://i.ytimg.com/vi/pA5Ib5FNQ3A/hqdefault.jpg,3588,Future Lists Tech Gadgets,20236.27868852459
951,JbFCpobWp1I,Top 10 AMAZING Inventions and Latest Gadgets You Must Have,https://i.ytimg.com/vi/JbFCpobWp1I/hqdefault.jpg,2615,Future Lists Tech Gadgets,20236.27868852459
952,tIJZZtotEBM,Top 10 AWESOME Gadgets You Must Have,https://i.ytimg.com/vi/tIJZZtotEBM/hqdefault.jpg,2227,Future Lists Tech Gadgets,20236.27868852459
953,SAx2-SgbC9w,UNIQUE Inventions Everyone Would Like To Have #3,https://i.ytimg.com/vi/SAx2-SgbC9w/hqdefault.jpg,2047,Future Lists Tech Gadgets,20236.27868852459
954,Z8wUiTITHII,Amazing Gaming Gadgets Gamers Must Use,https://i.ytimg.com/vi/Z8wUiTITHII/hqdefault.jpg,1733,Future Lists Tech Gadgets,20236.27868852459
955,5Eo4mk8Wgdc,8 INCREDIBLE INVENTIONS THAT WILL BLOW YOUR MIND ON AMAZON,https://i.ytimg.com/vi/5Eo4mk8Wgdc/hqdefault.jpg,1335,Future Lists Tech Gadgets,20236.27868852459
956,koI2aKxrQnw,8 COOL GADGETS YOU HAVEN'T SEEN BEFORE,https://i.ytimg.com/vi/koI2aKxrQnw/hqdefault.jpg,904,Future Lists Tech Gadgets,20236.27868852459
957,nIy8R5OI28o,Segway SuperScooter GT New Tech Gadget #shorts,https://i.ytimg.com/vi/nIy8R5OI28o/hqdefault.jpg,535,Future Lists Tech Gadgets,20236.27868852459
958,MyRFvD_sKcw,M3 Laser Cool Tech #shorts,https://i.ytimg.com/vi/MyRFvD_sKcw/hqdefault.jpg,259,Future Lists Tech Gadgets,20236.27868852459
959,YXZ7KdGxooU,Usmile F1 Cool Tech Gadget #shorts,https://i.ytimg.com/vi/YXZ7KdGxooU/hqdefault.jpg,91,Future Lists Tech Gadgets,20236.27868852459
960,oVDWyKny_DI,Revopoint POP 2 3D Scanner:  Precise 3D Scanner with up to REAL 0.05mm Accuracy,https://i.ytimg.com/vi/oVDWyKny_DI/hqdefault.jpg,74888,Revopoint 3D,3861.8473282442746
961,ETYhGA9vAoE,Revo Studio Tutorial for All Revopoint 3D Scanners,https://i.ytimg.com/vi/ETYhGA9vAoE/hqdefault.jpg,13338,Revopoint 3D,3861.8473282442746
962,-W6PEaFQTvI,How to use the Dual axis Turntable | Revopoint 3D Scanner,https://i.ytimg.com/vi/-W6PEaFQTvI/hqdefault.jpg,7858,Revopoint 3D,3861.8473282442746
963,npBIxmc7dLw,Revo Scan 5- Update? Remake! | Revopoint 3D Scanner,https://i.ytimg.com/vi/npBIxmc7dLw/hqdefault.jpg,5134,Revopoint 3D,3861.8473282442746
964,XEvvkHdPVeo,Full Body 3D Scanning & Editing with Revo Scan 5 | Revopoint 3D Scanner & PUTV Tips,https://i.ytimg.com/vi/XEvvkHdPVeo/hqdefault.jpg,3786,Revopoint 3D,3861.8473282442746
965,qlYGZMsNisk,Unboxing the latest Revopoint POP 2 3D Scanner Premium Package,https://i.ytimg.com/vi/qlYGZMsNisk/hqdefault.jpg,3006,Revopoint 3D,3861.8473282442746
966,jAtkTBb73iI,Scanning Popcorn with Revopoint POP 3 3D Scanner #shorts,https://i.ytimg.com/vi/jAtkTBb73iI/hqdefault.jpg,2534,Revopoint 3D,3861.8473282442746
967,pSeEUdvWYxY,BANG! Accuracy UP to 0.02mm -- Revopoint MINI 3D Scanner,https://i.ytimg.com/vi/pSeEUdvWYxY/hqdefault.jpg,1890,Revopoint 3D,3861.8473282442746
968,tOo4XBW1yVE,Revopoint 3D Scanner: From 3D Scanning To 3D Printing,https://i.ytimg.com/vi/tOo4XBW1yVE/hqdefault.jpg,1775,Revopoint 3D,3861.8473282442746
969,65HKaiXwFXs,Cactus Dull Scanning by Revopoint POP 2 3D Scanner,https://i.ytimg.com/vi/65HKaiXwFXs/hqdefault.jpg,1455,Revopoint 3D,3861.8473282442746
970,tLImdkFbw0I,From Delicious to 3D: World Chocolate Day with a Revopoint MINI 3D Scanner #shorts,https://i.ytimg.com/vi/tLImdkFbw0I/hqdefault.jpg,1284,Revopoint 3D,3861.8473282442746
971,Hr8RxKvqVpU,Revopoint POP 2 3D Scanner Results in Marker Mode,https://i.ytimg.com/vi/Hr8RxKvqVpU/hqdefault.jpg,1194,Revopoint 3D,3861.8473282442746
972,idac-ejyHu0,3D Scan Masks - Revopoint POP 3 3D Scanner #shorts,https://i.ytimg.com/vi/idac-ejyHu0/hqdefault.jpg,1066,Revopoint 3D,3861.8473282442746
973,o5xuvAsWU84,Revopoint INSPIRE 3D Scanner: Pocket-sized Power | Coming soon on #kickstarter,https://i.ytimg.com/vi/o5xuvAsWU84/hqdefault.jpg,905,Revopoint 3D,3861.8473282442746
974,rfDvkfROcvw,Scan Your Clothes in Style with Revopoint POP 3 3D Scanner!#shorts,https://i.ytimg.com/vi/rfDvkfROcvw/hqdefault.jpg,810,Revopoint 3D,3861.8473282442746
975,__TMQEmHay0,Revopoint POP 2 3D Scanner Accuracy: Pterosaur Fossil 3D scan,https://i.ytimg.com/vi/__TMQEmHay0/hqdefault.jpg,743,Revopoint 3D,3861.8473282442746
976,-KnUCtQ3KOA,Revopoint RANGE 3D Scanner: Scanning a Burnt Log #shorts,https://i.ytimg.com/vi/-KnUCtQ3KOA/hqdefault.jpg,643,Revopoint 3D,3861.8473282442746
977,5fEDHVyclaY,Scan a Whole Tire With One Simple Trick | Revopoint RANGE 3D Scanner,https://i.ytimg.com/vi/5fEDHVyclaY/hqdefault.jpg,500,Revopoint 3D,3861.8473282442746
978,3GaQi3vBeSo,Revopoint Add ons Revopoint MINI 3D Scanner Tripod,https://i.ytimg.com/vi/3GaQi3vBeSo/hqdefault.jpg,430,Revopoint 3D,3861.8473282442746
979,eLWdrlMT5Hg,Revopoint INSPIRE 3D Scanner: Your 3D Modeling Powerhouse!,https://i.ytimg.com/vi/eLWdrlMT5Hg/hqdefault.jpg,355,Revopoint 3D,3861.8473282442746
980,tKujQ9ziNMU,Elon Musk's Fears of Longevity (& What It Means for the Future),https://i.ytimg.com/vi/tKujQ9ziNMU/hqdefault.jpg,27244,Lifespan News,1968.0981308411215
981,xOHHfTOOHQ8,Resveratrol Controversy Update! Drs. Stanfield & Brenner Respond,https://i.ytimg.com/vi/xOHHfTOOHQ8/hqdefault.jpg,7067,Lifespan News,1968.0981308411215
982,Jd-YqIsut9Y,Bryan Johnson Thinks AI SHOULD Run Your Life,https://i.ytimg.com/vi/Jd-YqIsut9Y/hqdefault.jpg,3443,Lifespan News,1968.0981308411215
983,5fF7HKkv4vk,Longevity Benefits of Vitamin D - Supplements Linked to Slower Epigenetic Aging,https://i.ytimg.com/vi/5fF7HKkv4vk/hqdefault.jpg,2972,Lifespan News,1968.0981308411215
984,4kVESol6fDY,A drug for Alzheimer's in dogs (X10 #Shorts),https://i.ytimg.com/vi/4kVESol6fDY/hqdefault.jpg,2479,Lifespan News,1968.0981308411215
985,To08FbvxeFI,Age like Wolverine? David Sinclair Highlights Economic Benefits of Longevity Science,https://i.ytimg.com/vi/To08FbvxeFI/hqdefault.jpg,2039,Lifespan News,1968.0981308411215
986,BnWkt7oRyQ4,$26 Million to Solve Aging? Crypto-boosted Impetus Grants Launch!,https://i.ytimg.com/vi/BnWkt7oRyQ4/hqdefault.jpg,1715,Lifespan News,1968.0981308411215
987,Mz01412xu54,Can Quantum Computers Crack Aging? | Lifespan News,https://i.ytimg.com/vi/Mz01412xu54/hqdefault.jpg,1569,Lifespan News,1968.0981308411215
988,Ths62YvBf8I,Coffee Cups Release TRILLIONS of Plastic Particles. What's the Health Impact?,https://i.ytimg.com/vi/Ths62YvBf8I/hqdefault.jpg,1303,Lifespan News,1968.0981308411215
989,sUHDpMRmeC4,Birth Defects Linked to Diabetes Drug Popular with Biohackers,https://i.ytimg.com/vi/sUHDpMRmeC4/hqdefault.jpg,1153,Lifespan News,1968.0981308411215
990,9kGmDRQMe4A,How the tangles in your DNA make you age,https://i.ytimg.com/vi/9kGmDRQMe4A/hqdefault.jpg,1035,Lifespan News,1968.0981308411215
991,4JnjR3DnLzI,Binary Clock Predicts Biological Age | Lifespan News,https://i.ytimg.com/vi/4JnjR3DnLzI/hqdefault.jpg,921,Lifespan News,1968.0981308411215
992,IDj83mdqD90,Is this where we're headed? (Overpopulation episode 2),https://i.ytimg.com/vi/IDj83mdqD90/hqdefault.jpg,785,Lifespan News,1968.0981308411215
993,YIUkACtQkQs,Near-future technologies to support a larger population (Overpopulation ep. 4),https://i.ytimg.com/vi/YIUkACtQkQs/hqdefault.jpg,676,Lifespan News,1968.0981308411215
994,NJ0W_YqPV3w,The library in your cells,https://i.ytimg.com/vi/NJ0W_YqPV3w/hqdefault.jpg,577,Lifespan News,1968.0981308411215
995,9suo_GgKj6Y,Mitochondria And Aging (X10 #Shorts),https://i.ytimg.com/vi/9suo_GgKj6Y/hqdefault.jpg,496,Lifespan News,1968.0981308411215
996,cFqqrIbb0Jc,How DNA Gets Repaired (X10 #Shorts),https://i.ytimg.com/vi/cFqqrIbb0Jc/hqdefault.jpg,364,Lifespan News,1968.0981308411215
